day,date,year,month,day_of_month,day_of_week,is_weekend,ball_1,ball_2,ball_3,ball_4,ball_5,ball_6,powerball,sum_main_balls,mean_main_balls,min_main_ball,max_main_ball,range_main_balls,odd_count,even_count,is_powerball_even
2172,2014-04-02,2014,4,2,2,0,9,11,14,33,37,48,31,152,25.33,9,48,39,4,2,0
2173,2014-04-05,2014,4,5,5,1,16,17,33,34,44,45,2,189,31.5,16,45,29,3,3,1
2174,2014-04-09,2014,4,9,2,0,1,2,22,25,27,36,15,113,18.83,1,36,35,3,3,0
2175,2014-04-12,2014,4,12,5,1,14,18,32,35,37,45,9,181,30.17,14,45,31,3,3,0
2176,2014-04-16,2014,4,16,2,0,12,13,23,35,36,49,6,168,28.0,12,49,37,4,2,1
2177,2014-04-19,2014,4,19,5,1,9,20,23,33,38,44,39,167,27.83,9,44,35,3,3,0
2178,2014-04-23,2014,4,23,2,0,14,20,26,39,42,48,3,189,31.5,14,48,34,1,5,0
2179,2014-04-26,2014,4,26,5,1,21,28,30,35,39,41,37,194,32.33,21,41,20,4,2,0
2180,2014-04-30,2014,4,30,2,0,18,20,21,26,35,45,25,165,27.5,18,45,27,3,3,0
2181,2014-05-03,2014,5,3,5,1,13,14,22,26,30,34,48,139,23.17,13,34,21,1,5,1
2182,2014-05-07,2014,5,7,2,0,9,15,19,22,48,49,10,162,27.0,9,49,40,4,2,1
2183,2014-05-10,2014,5,10,5,1,1,5,7,28,34,41,49,116,19.33,1,41,40,4,2,0
2184,2014-05-14,2014,5,14,2,0,9,12,18,20,32,34,31,125,20.83,9,34,25,1,5,0
2185,2014-05-17,2014,5,17,5,1,3,4,25,29,33,45,24,139,23.17,3,45,42,5,1,1
2186,2014-05-21,2014,5,21,2,0,3,11,19,20,23,44,6,120,20.0,3,44,41,4,2,1
2187,2014-05-24,2014,5,24,5,1,2,3,14,15,23,34,8,91,15.17,2,34,32,3,3,1
2188,2014-05-28,2014,5,28,2,0,6,8,16,26,28,37,49,121,20.17,6,37,31,1,5,0
2189,2014-05-31,2014,5,31,5,1,5,8,15,16,28,29,39,101,16.83,5,29,24,3,3,0
2190,2014-06-04,2014,6,4,2,0,16,23,26,39,44,45,35,193,32.17,16,45,29,3,3,0
2191,2014-06-07,2014,6,7,5,1,7,8,24,30,37,48,22,154,25.67,7,48,41,2,4,1
2192,2014-06-11,2014,6,11,2,0,19,28,34,35,38,44,31,198,33.0,19,44,25,2,4,0
2193,2014-06-14,2014,6,14,5,1,12,25,28,37,40,48,3,190,31.67,12,48,36,2,4,0
2194,2014-06-18,2014,6,18,2,0,1,3,18,32,34,47,8,135,22.5,1,47,46,3,3,1
2195,2014-06-21,2014,6,21,5,1,2,5,8,16,36,38,17,105,17.5,2,38,36,1,5,0
2196,2014-06-25,2014,6,25,2,0,4,24,34,36,43,49,9,190,31.67,4,49,45,2,4,0
2197,2014-06-28,2014,6,28,5,1,3,7,12,18,28,36,14,104,17.33,3,36,33,2,4,1
2198,2014-07-02,2014,7,2,2,0,3,5,6,21,35,49,29,119,19.83,3,49,46,5,1,0
2199,2014-07-05,2014,7,5,5,1,3,4,5,22,35,40,24,109,18.17,3,40,37,3,3,1
2200,2014-07-09,2014,7,9,2,0,19,25,39,41,44,48,16,216,36.0,19,48,29,4,2,1
2201,2014-07-12,2014,7,12,5,1,7,11,14,21,28,45,35,126,21.0,7,45,38,4,2,0
2202,2014-07-16,2014,7,16,2,0,15,18,25,28,38,44,11,168,28.0,15,44,29,2,4,0
2203,2014-07-19,2014,7,19,5,1,1,11,28,36,37,43,12,156,26.0,1,43,42,4,2,1
2204,2014-07-23,2014,7,23,2,0,2,30,35,37,43,44,22,191,31.83,2,44,42,3,3,1
2205,2014-07-26,2014,7,26,5,1,10,33,39,45,46,47,35,220,36.67,10,47,37,4,2,0
2206,2014-07-30,2014,7,30,2,0,2,9,17,22,32,34,10,116,19.33,2,34,32,2,4,1
2207,2014-08-02,2014,8,2,5,1,5,7,16,27,34,41,24,130,21.67,5,41,36,4,2,1
2208,2014-08-06,2014,8,6,2,0,6,15,17,30,40,42,41,150,25.0,6,42,36,2,4,0
2209,2014-08-09,2014,8,9,5,1,4,11,30,36,38,47,31,166,27.67,4,47,43,2,4,0
2210,2014-08-13,2014,8,13,2,0,4,8,26,31,43,46,9,158,26.33,4,46,42,2,4,0
2211,2014-08-16,2014,8,16,5,1,1,10,11,14,29,45,3,110,18.33,1,45,44,4,2,0
2212,2014-08-20,2014,8,20,2,0,3,4,22,35,39,47,10,150,25.0,3,47,44,4,2,1
2213,2014-08-23,2014,8,23,5,1,1,3,32,39,45,47,22,167,27.83,1,47,46,5,1,1
2214,2014-08-27,2014,8,27,2,0,9,15,21,28,29,47,48,149,24.83,9,47,38,5,1,1
2215,2014-08-30,2014,8,30,5,1,2,5,14,18,19,33,16,91,15.17,2,33,31,3,3,1
2216,2014-09-03,2014,9,3,2,0,12,15,16,28,41,46,1,158,26.33,12,46,34,2,4,0
2217,2014-09-06,2014,9,6,5,1,5,10,29,30,32,49,15,155,25.83,5,49,44,3,3,0
2218,2014-09-10,2014,9,10,2,0,4,8,16,34,38,42,18,142,23.67,4,42,38,0,6,1
2219,2014-09-13,2014,9,13,5,1,1,13,21,45,48,49,18,177,29.5,1,49,48,5,1,1
2220,2014-09-17,2014,9,17,2,0,14,15,28,29,38,49,7,173,28.83,14,49,35,3,3,0
2221,2014-09-20,2014,9,20,5,1,10,28,29,30,36,48,31,181,30.17,10,48,38,1,5,0
2222,2014-09-24,2014,9,24,2,0,5,7,17,27,31,48,30,135,22.5,5,48,43,5,1,1
2223,2014-09-27,2014,9,27,5,1,3,12,13,29,33,40,39,130,21.67,3,40,37,4,2,0
2224,2014-10-01,2014,10,1,2,0,11,17,26,36,46,49,40,185,30.83,11,49,38,3,3,1
2225,2014-10-04,2014,10,4,5,1,10,15,16,25,27,38,29,131,21.83,10,38,28,3,3,0
2226,2014-10-08,2014,10,8,2,0,11,13,26,30,44,45,46,169,28.17,11,45,34,3,3,1
2227,2014-10-11,2014,10,11,5,1,7,8,18,35,40,42,23,150,25.0,7,42,35,2,4,0
2228,2014-10-15,2014,10,15,2,0,14,22,26,28,44,49,39,183,30.5,14,49,35,1,5,0
2229,2014-10-18,2014,10,18,5,1,3,4,11,24,30,48,22,120,20.0,3,48,45,2,4,1
2230,2014-10-22,2014,10,22,2,0,7,13,16,21,24,32,28,113,18.83,7,32,25,3,3,1
2231,2014-10-25,2014,10,25,5,1,11,14,36,40,46,48,1,195,32.5,11,48,37,1,5,0
2232,2014-10-29,2014,10,29,2,0,12,16,17,25,31,33,4,134,22.33,12,33,21,4,2,1
2233,2014-11-01,2014,11,1,5,1,16,24,25,30,36,39,38,170,28.33,16,39,23,2,4,1
2234,2014-11-05,2014,11,5,2,0,1,8,9,14,29,32,27,93,15.5,1,32,31,3,3,0
2235,2014-11-08,2014,11,8,5,1,5,8,17,43,47,49,30,169,28.17,5,49,44,5,1,1
2236,2014-11-12,2014,11,12,2,0,2,8,14,25,35,39,33,123,20.5,2,39,37,3,3,0
2237,2014-11-15,2014,11,15,5,1,5,15,25,34,40,46,43,165,27.5,5,46,41,3,3,0
2238,2014-11-19,2014,11,19,2,0,3,10,16,27,42,47,41,145,24.17,3,47,44,3,3,0
2239,2014-11-22,2014,11,22,5,1,7,18,29,39,44,45,37,182,30.33,7,45,38,4,2,0
2240,2014-11-26,2014,11,26,2,0,1,3,16,17,29,48,23,114,19.0,1,48,47,4,2,0
2241,2014-11-29,2014,11,29,5,1,9,24,28,36,40,45,31,182,30.33,9,45,36,2,4,0
2242,2014-12-03,2014,12,3,2,0,13,15,26,28,38,48,2,168,28.0,13,48,35,2,4,1
2243,2014-12-06,2014,12,6,5,1,4,9,23,39,40,48,7,163,27.17,4,48,44,3,3,0
2244,2014-12-10,2014,12,10,2,0,5,10,16,17,36,42,32,126,21.0,5,42,37,2,4,1
2245,2014-12-13,2014,12,13,5,1,4,9,12,26,32,39,43,122,20.33,4,39,35,2,4,0
2246,2014-12-17,2014,12,17,2,0,2,16,23,25,29,40,18,135,22.5,2,40,38,3,3,1
2247,2014-12-20,2014,12,20,5,1,10,13,34,35,39,41,33,172,28.67,10,41,31,4,2,0
2248,2014-12-24,2014,12,24,2,0,16,19,27,37,38,44,46,181,30.17,16,44,28,3,3,1
2249,2014-12-27,2014,12,27,5,1,15,20,24,27,37,43,17,166,27.67,15,43,28,4,2,0
2250,2014-12-31,2014,12,31,2,0,1,12,14,24,45,47,43,143,23.83,1,47,46,3,3,0
2251,2015-01-03,2015,1,3,5,1,8,13,22,25,27,39,11,134,22.33,8,39,31,4,2,0
2252,2015-01-07,2015,1,7,2,0,4,5,29,33,43,49,1,163,27.17,4,49,45,5,1,0
2253,2015-01-10,2015,1,10,5,1,15,25,27,38,41,43,40,189,31.5,15,43,28,5,1,1
2254,2015-01-14,2015,1,14,2,0,9,11,13,16,28,41,17,118,19.67,9,41,32,4,2,0
2255,2015-01-17,2015,1,17,5,1,4,6,13,22,31,36,41,112,18.67,4,36,32,2,4,0
2256,2015-01-21,2015,1,21,2,0,9,24,27,31,34,36,2,161,26.83,9,36,27,3,3,1
2257,2015-01-24,2015,1,24,5,1,6,17,27,30,40,43,11,163,27.17,6,43,37,3,3,0
2258,2015-01-28,2015,1,28,2,0,7,30,31,39,42,44,46,193,32.17,7,44,37,3,3,1
2259,2015-01-31,2015,1,31,5,1,7,9,11,15,19,26,32,87,14.5,7,26,19,5,1,1
2260,2015-02-04,2015,2,4,2,0,7,8,11,16,30,44,43,116,19.33,7,44,37,2,4,0
2261,2015-02-07,2015,2,7,5,1,4,15,20,30,38,42,12,149,24.83,4,42,38,1,5,1
2262,2015-02-11,2015,2,11,2,0,28,32,41,43,46,49,48,239,39.83,28,49,21,3,3,1
2263,2015-02-14,2015,2,14,5,1,6,32,33,38,40,49,35,198,33.0,6,49,43,2,4,0
2264,2015-02-18,2015,2,18,2,0,2,4,19,34,45,47,29,151,25.17,2,47,45,3,3,0
2265,2015-02-21,2015,2,21,5,1,5,27,40,41,42,46,8,201,33.5,5,46,41,3,3,1
2266,2015-02-25,2015,2,25,2,0,14,15,32,33,34,39,20,167,27.83,14,39,25,3,3,1
2267,2015-02-28,2015,2,28,5,1,7,9,17,18,27,35,44,113,18.83,7,35,28,5,1,1
2268,2015-03-04,2015,3,4,2,0,13,18,20,29,33,43,27,156,26.0,13,43,30,4,2,0
2269,2015-03-07,2015,3,7,5,1,8,17,22,31,41,43,16,162,27.0,8,43,35,4,2,1
2270,2015-03-11,2015,3,11,2,0,4,18,20,22,33,46,1,143,23.83,4,46,42,1,5,0
2271,2015-03-14,2015,3,14,5,1,17,22,23,26,30,40,41,158,26.33,17,40,23,2,4,0
2272,2015-03-18,2015,3,18,2,0,6,8,20,23,35,39,47,131,21.83,6,39,33,3,3,0
2273,2015-03-21,2015,3,21,5,1,6,13,21,24,38,48,45,150,25.0,6,48,42,2,4,0
2274,2015-03-25,2015,3,25,2,0,3,5,17,37,47,49,8,158,26.33,3,49,46,6,0,1
2275,2015-03-28,2015,3,28,5,1,10,11,18,24,40,46,14,149,24.83,10,46,36,1,5,1
2276,2015-04-01,2015,4,1,2,0,14,21,23,33,36,38,9,165,27.5,14,38,24,3,3,0
2277,2015-04-04,2015,4,4,5,1,15,26,27,33,40,45,34,186,31.0,15,45,30,4,2,1
2278,2015-04-08,2015,4,8,2,0,27,29,30,33,45,49,11,213,35.5,27,49,22,5,1,0
2279,2015-04-11,2015,4,11,5,1,5,6,22,24,32,43,9,132,22.0,5,43,38,2,4,0
2280,2015-04-15,2015,4,15,2,0,17,19,26,34,35,46,3,177,29.5,17,46,29,3,3,0
2281,2015-04-18,2015,4,18,5,1,2,9,18,25,29,34,14,117,19.5,2,34,32,3,3,1
2282,2015-04-22,2015,4,22,2,0,2,17,19,27,45,49,6,159,26.5,2,49,47,5,1,1
2283,2015-04-25,2015,4,25,5,1,3,4,6,20,25,36,16,94,15.67,3,36,33,2,4,1
2284,2015-04-29,2015,4,29,2,0,1,19,21,28,34,45,4,148,24.67,1,45,44,4,2,1
2285,2015-05-02,2015,5,2,5,1,3,6,28,35,42,43,1,157,26.17,3,43,40,3,3,0
2286,2015-05-06,2015,5,6,2,0,3,7,12,16,29,35,34,102,17.0,3,35,32,4,2,1
2287,2015-05-09,2015,5,9,5,1,8,10,11,14,30,48,5,121,20.17,8,48,40,1,5,0
2288,2015-05-13,2015,5,13,2,0,12,13,17,27,35,37,21,141,23.5,12,37,25,5,1,0
2289,2015-05-16,2015,5,16,5,1,5,22,23,25,40,43,31,158,26.33,5,43,38,4,2,0
2290,2015-05-20,2015,5,20,2,0,12,23,27,31,34,39,49,166,27.67,12,39,27,4,2,0
2291,2015-05-23,2015,5,23,5,1,6,18,26,30,34,40,15,154,25.67,6,40,34,0,6,0
2292,2015-05-27,2015,5,27,2,0,2,20,22,30,36,43,9,153,25.5,2,43,41,1,5,0
2293,2015-05-30,2015,5,30,5,1,8,10,16,24,25,44,4,127,21.17,8,44,36,1,5,1
2294,2015-06-03,2015,6,3,2,0,16,18,20,21,23,39,31,137,22.83,16,39,23,3,3,0
2295,2015-06-06,2015,6,6,5,1,4,21,22,24,33,38,19,142,23.67,4,38,34,2,4,0
2296,2015-06-10,2015,6,10,2,0,3,5,23,37,40,48,2,156,26.0,3,48,45,4,2,1
2297,2015-06-13,2015,6,13,5,1,10,23,24,35,36,43,37,171,28.5,10,43,33,3,3,0
2298,2015-06-17,2015,6,17,2,0,13,14,22,28,32,34,15,143,23.83,13,34,21,1,5,0
2299,2015-06-20,2015,6,20,5,1,4,28,39,44,45,48,12,208,34.67,4,48,44,2,4,1
2300,2015-06-24,2015,6,24,2,0,3,5,23,36,39,43,45,149,24.83,3,43,40,5,1,0
2301,2015-06-27,2015,6,27,5,1,6,18,28,32,37,42,39,163,27.17,6,42,36,1,5,0
2302,2015-07-01,2015,7,1,2,0,1,4,10,16,22,39,13,92,15.33,1,39,38,2,4,0
2303,2015-07-04,2015,7,4,5,1,2,5,6,7,8,37,48,65,10.83,2,37,35,3,3,1
2304,2015-07-08,2015,7,8,2,0,5,23,26,30,39,48,47,171,28.5,5,48,43,3,3,0
2305,2015-07-11,2015,7,11,5,1,2,3,14,25,30,31,5,105,17.5,2,31,29,3,3,0
2306,2015-07-15,2015,7,15,2,0,8,12,13,36,38,43,40,150,25.0,8,43,35,2,4,1
2307,2015-07-18,2015,7,18,5,1,5,7,18,22,31,32,15,115,19.17,5,32,27,3,3,0
2308,2015-07-22,2015,7,22,2,0,20,23,40,43,47,49,15,222,37.0,20,49,29,4,2,0
2309,2015-07-25,2015,7,25,5,1,15,17,18,24,35,42,22,151,25.17,15,42,27,3,3,1
2310,2015-07-29,2015,7,29,2,0,3,6,28,34,39,43,2,153,25.5,3,43,40,3,3,1
2311,2015-08-01,2015,8,1,5,1,8,22,24,33,38,40,26,165,27.5,8,40,32,1,5,1
2312,2015-08-05,2015,8,5,2,0,8,15,17,29,34,38,31,141,23.5,8,38,30,3,3,0
2313,2015-08-08,2015,8,8,5,1,12,17,22,29,37,48,40,165,27.5,12,48,36,3,3,1
2314,2015-08-12,2015,8,12,2,0,6,20,25,29,32,35,46,147,24.5,6,35,29,3,3,1
2315,2015-08-15,2015,8,15,5,1,2,11,16,24,33,43,14,129,21.5,2,43,41,3,3,1
2316,2015-08-19,2015,8,19,2,0,1,2,3,6,23,28,24,63,10.5,1,28,27,3,3,1
2317,2015-08-22,2015,8,22,5,1,1,4,9,34,38,41,17,127,21.17,1,41,40,3,3,0
2318,2015-08-26,2015,8,26,2,0,11,20,21,30,37,42,28,161,26.83,11,42,31,3,3,1
2319,2015-08-29,2015,8,29,5,1,14,28,31,32,36,46,3,187,31.17,14,46,32,1,5,0
2320,2015-09-02,2015,9,2,2,0,3,4,6,8,23,39,18,83,13.83,3,39,36,3,3,1
2321,2015-09-05,2015,9,5,5,1,1,2,8,18,19,42,10,90,15.0,1,42,41,2,4,1
2322,2015-09-09,2015,9,9,2,0,7,9,23,37,41,45,31,162,27.0,7,45,38,6,0,0
2323,2015-09-12,2015,9,12,5,1,2,7,21,42,43,47,48,162,27.0,2,47,45,4,2,1
2324,2015-09-16,2015,9,16,2,0,3,5,7,13,38,47,28,113,18.83,3,47,44,5,1,1
2325,2015-09-19,2015,9,19,5,1,1,2,9,19,33,39,16,103,17.17,1,39,38,5,1,1
2326,2015-09-23,2015,9,23,2,0,8,14,23,28,35,46,17,154,25.67,8,46,38,2,4,0
2327,2015-09-26,2015,9,26,5,1,9,28,32,37,39,46,42,191,31.83,9,46,37,3,3,1
2328,2015-09-30,2015,9,30,2,0,3,4,40,44,46,49,1,186,31.0,3,49,46,2,4,0
2329,2015-10-03,2015,10,3,5,1,2,16,29,41,44,48,23,180,30.0,2,48,46,2,4,0
2330,2015-10-07,2015,10,7,2,0,1,8,24,31,43,46,25,153,25.5,1,46,45,3,3,0
2331,2015-10-10,2015,10,10,5,1,1,2,19,30,34,45,40,131,21.83,1,45,44,3,3,1
2332,2015-10-14,2015,10,14,2,0,5,12,19,32,37,42,25,147,24.5,5,42,37,3,3,0
2333,2015-10-17,2015,10,17,5,1,8,17,22,34,38,47,10,166,27.67,8,47,39,2,4,1
2334,2015-10-21,2015,10,21,2,0,13,14,20,30,33,38,3,148,24.67,13,38,25,2,4,0
2335,2015-10-24,2015,10,24,5,1,5,11,28,29,31,40,46,144,24.0,5,40,35,4,2,1
2336,2015-10-28,2015,10,28,2,0,16,23,31,42,46,47,4,205,34.17,16,47,31,3,3,1
2337,2015-10-31,2015,10,31,5,1,1,20,24,30,39,44,26,158,26.33,1,44,43,2,4,1
2338,2015-11-04,2015,11,4,2,0,29,31,36,38,39,40,6,213,35.5,29,40,11,3,3,1
2339,2015-11-07,2015,11,7,5,1,1,3,4,7,16,20,5,51,8.5,1,20,19,3,3,0
2340,2015-11-11,2015,11,11,2,0,2,14,20,21,25,37,24,119,19.83,2,37,35,3,3,1
2341,2015-11-14,2015,11,14,5,1,4,5,8,11,38,44,31,110,18.33,4,44,40,2,4,0
2342,2015-11-18,2015,11,18,2,0,3,14,27,30,38,41,22,153,25.5,3,41,38,3,3,1
2343,2015-11-21,2015,11,21,5,1,4,6,8,9,29,42,46,98,16.33,4,42,38,2,4,1
2344,2015-11-25,2015,11,25,2,0,5,14,23,34,43,44,8,163,27.17,5,44,39,3,3,1
2345,2015-11-28,2015,11,28,5,1,4,9,20,23,26,47,32,129,21.5,4,47,43,3,3,1
2346,2015-12-02,2015,12,2,2,0,25,33,34,36,40,43,35,211,35.17,25,43,18,3,3,0
2347,2015-12-05,2015,12,5,5,1,5,8,16,19,39,43,13,130,21.67,5,43,38,4,2,0
2348,2015-12-09,2015,12,9,2,0,4,14,32,34,39,41,45,164,27.33,4,41,37,2,4,0
2349,2015-12-12,2015,12,12,5,1,11,29,31,43,46,48,12,208,34.67,11,48,37,4,2,1
2350,2015-12-16,2015,12,16,2,0,2,7,15,17,27,30,49,98,16.33,2,30,28,4,2,0
2351,2015-12-19,2015,12,19,5,1,5,15,20,22,38,49,13,149,24.83,5,49,44,3,3,0
2352,2015-12-23,2015,12,23,2,0,1,10,15,30,32,39,42,127,21.17,1,39,38,3,3,1
2353,2015-12-26,2015,12,26,5,1,9,24,40,41,42,45,32,201,33.5,9,45,36,3,3,1
2354,2015-12-30,2015,12,30,2,0,2,3,23,29,45,48,9,150,25.0,2,48,46,4,2,0
2355,2016-01-02,2016,1,2,5,1,3,5,8,36,39,45,44,136,22.67,3,45,42,4,2,1
2356,2016-01-06,2016,1,6,2,0,9,14,19,28,43,44,49,157,26.17,9,44,35,3,3,0
2357,2016-01-09,2016,1,9,5,1,2,31,38,42,46,47,27,206,34.33,2,47,45,2,4,0
2358,2016-01-13,2016,1,13,2,0,3,8,9,24,44,47,37,135,22.5,3,47,44,3,3,0
2359,2016-01-16,2016,1,16,5,1,6,8,18,25,37,47,20,141,23.5,6,47,41,3,3,1
2360,2016-01-20,2016,1,20,2,0,1,2,3,11,37,43,6,97,16.17,1,43,42,5,1,1
2361,2016-01-23,2016,1,23,5,1,6,10,16,23,30,44,12,129,21.5,6,44,38,1,5,1
2362,2016-01-27,2016,1,27,2,0,8,13,20,26,37,43,32,147,24.5,8,43,35,3,3,1
2363,2016-01-30,2016,1,30,5,1,5,9,16,23,27,35,15,115,19.17,5,35,30,5,1,0
2364,2016-02-03,2016,2,3,2,0,6,9,18,20,32,49,26,134,22.33,6,49,43,2,4,1
2365,2016-02-06,2016,2,6,5,1,1,17,31,37,41,47,18,174,29.0,1,47,46,6,0,1
2366,2016-02-10,2016,2,10,2,0,1,25,33,40,46,49,43,194,32.33,1,49,48,4,2,0
2367,2016-02-13,2016,2,13,5,1,4,17,21,30,31,37,39,140,23.33,4,37,33,4,2,0
2368,2016-02-17,2016,2,17,2,0,6,14,16,19,25,40,22,120,20.0,6,40,34,2,4,1
2369,2016-02-20,2016,2,20,5,1,7,20,24,35,37,48,43,171,28.5,7,48,41,3,3,0
2370,2016-02-24,2016,2,24,2,0,4,5,11,15,26,41,49,102,17.0,4,41,37,4,2,0
2371,2016-02-27,2016,2,27,5,1,2,14,35,43,44,47,6,185,30.83,2,47,45,3,3,1
2372,2016-03-02,2016,3,2,2,0,18,23,27,30,36,37,14,171,28.5,18,37,19,3,3,1
2373,2016-03-05,2016,3,5,5,1,3,15,21,35,38,48,43,160,26.67,3,48,45,4,2,0
2374,2016-03-09,2016,3,9,2,0,9,29,35,41,45,48,25,207,34.5,9,48,39,5,1,0
2375,2016-03-12,2016,3,12,5,1,4,15,22,26,30,39,6,136,22.67,4,39,35,2,4,1
2376,2016-03-16,2016,3,16,2,0,15,30,32,37,46,47,40,207,34.5,15,47,32,3,3,1
2377,2016-03-19,2016,3,19,5,1,5,9,31,40,42,48,17,175,29.17,5,48,43,3,3,0
2378,2016-03-23,2016,3,23,2,0,10,17,20,24,46,48,9,165,27.5,10,48,38,1,5,0
2379,2016-03-26,2016,3,26,5,1,1,17,23,27,31,41,9,140,23.33,1,41,40,6,0,0
2380,2016-03-30,2016,3,30,2,0,5,10,22,34,38,39,32,148,24.67,5,39,34,2,4,1
2381,2016-04-02,2016,4,2,5,1,1,6,16,28,39,42,43,132,22.0,1,42,41,2,4,0
2382,2016-04-06,2016,4,6,2,0,11,12,16,20,21,47,6,127,21.17,11,47,36,3,3,1
2383,2016-04-09,2016,4,9,5,1,13,17,25,27,30,31,4,143,23.83,13,31,18,5,1,1
2384,2016-04-13,2016,4,13,2,0,2,7,11,18,20,38,40,96,16.0,2,38,36,2,4,1
2385,2016-04-16,2016,4,16,5,1,7,17,18,23,31,34,44,130,21.67,7,34,27,4,2,1
2386,2016-04-20,2016,4,20,2,0,2,4,6,13,17,23,38,65,10.83,2,23,21,3,3,1
2387,2016-04-23,2016,4,23,5,1,1,8,18,26,31,33,32,117,19.5,1,33,32,3,3,1
2388,2016-04-27,2016,4,27,2,0,1,3,8,14,26,39,16,91,15.17,1,39,38,3,3,1
2389,2016-04-30,2016,4,30,5,1,12,19,28,40,41,45,14,185,30.83,12,45,33,3,3,1
2390,2016-05-04,2016,5,4,2,0,18,21,23,24,32,35,41,153,25.5,18,35,17,3,3,0
2391,2016-05-07,2016,5,7,5,1,2,3,19,30,36,45,12,135,22.5,2,45,43,3,3,1
2392,2016-05-11,2016,5,11,2,0,8,10,14,40,41,44,47,157,26.17,8,44,36,1,5,0
2393,2016-05-14,2016,5,14,5,1,6,13,34,38,44,48,31,183,30.5,6,48,42,1,5,0
2394,2016-05-18,2016,5,18,2,0,4,13,32,33,38,49,43,169,28.17,4,49,45,3,3,0
2395,2016-05-21,2016,5,21,5,1,1,10,14,30,41,44,46,140,23.33,1,44,43,2,4,1
2396,2016-05-25,2016,5,25,2,0,4,12,13,20,44,48,43,141,23.5,4,48,44,1,5,0
2397,2016-05-28,2016,5,28,5,1,1,5,20,23,47,49,41,145,24.17,1,49,48,5,1,0
2398,2016-06-01,2016,6,1,2,0,14,24,31,40,42,47,15,198,33.0,14,47,33,2,4,0
2399,2016-06-04,2016,6,4,5,1,1,11,17,26,27,42,16,124,20.67,1,42,41,4,2,1
2400,2016-06-08,2016,6,8,2,0,1,4,25,27,45,48,19,150,25.0,1,48,47,4,2,0
2401,2016-06-11,2016,6,11,5,1,6,7,8,12,27,30,39,90,15.0,6,30,24,2,4,0
2402,2016-06-15,2016,6,15,2,0,6,23,26,29,32,47,19,163,27.17,6,47,41,3,3,0
2403,2016-06-18,2016,6,18,5,1,3,6,15,28,35,49,12,136,22.67,3,49,46,4,2,1
2404,2016-06-22,2016,6,22,2,0,7,17,19,35,36,42,32,156,26.0,7,42,35,4,2,1
2405,2016-06-25,2016,6,25,5,1,4,15,20,28,44,46,26,157,26.17,4,46,42,1,5,1
2406,2016-06-29,2016,6,29,2,0,9,13,25,36,46,47,42,176,29.33,9,47,38,4,2,1
2407,2016-07-02,2016,7,2,5,1,3,4,23,24,33,40,37,127,21.17,3,40,37,3,3,0
2408,2016-07-06,2016,7,6,2,0,3,11,14,16,21,22,5,87,14.5,3,22,19,3,3,0
2409,2016-07-09,2016,7,9,5,1,12,15,16,21,34,40,23,138,23.0,12,40,28,2,4,0
2410,2016-07-13,2016,7,13,2,0,4,11,32,39,45,47,25,178,29.67,4,47,43,4,2,0
2411,2016-07-16,2016,7,16,5,1,4,7,31,34,37,48,22,161,26.83,4,48,44,3,3,1
2412,2016-07-20,2016,7,20,2,0,13,24,27,36,48,49,17,197,32.83,13,49,36,3,3,0
2413,2016-07-23,2016,7,23,5,1,5,16,24,36,38,41,4,160,26.67,5,41,36,2,4,1
2414,2016-07-27,2016,7,27,2,0,2,19,22,28,40,45,1,156,26.0,2,45,43,2,4,0
2415,2016-07-30,2016,7,30,5,1,28,29,30,34,43,49,40,213,35.5,28,49,21,3,3,1
2416,2016-08-03,2016,8,3,2,0,7,8,11,20,43,44,28,133,22.17,7,44,37,3,3,1
2417,2016-08-06,2016,8,6,5,1,1,8,11,14,40,48,16,122,20.33,1,48,47,2,4,1
2418,2016-08-10,2016,8,10,2,0,3,30,35,37,41,45,24,191,31.83,3,45,42,5,1,1
2419,2016-08-13,2016,8,13,5,1,4,9,14,17,20,24,12,88,14.67,4,24,20,2,4,1
2420,2016-08-17,2016,8,17,2,0,5,16,22,23,29,43,10,138,23.0,5,43,38,4,2,1
2421,2016-08-20,2016,8,20,5,1,15,24,34,43,46,48,39,210,35.0,15,48,33,2,4,0
2422,2016-08-24,2016,8,24,2,0,2,7,9,13,29,40,45,100,16.67,2,40,38,4,2,0
2423,2016-08-27,2016,8,27,5,1,7,11,20,22,25,27,10,112,18.67,7,27,20,4,2,1
2424,2016-08-31,2016,8,31,2,0,1,16,19,27,38,43,31,144,24.0,1,43,42,4,2,0
2425,2016-09-03,2016,9,3,5,1,8,10,15,22,29,42,16,126,21.0,8,42,34,2,4,1
2426,2016-09-07,2016,9,7,2,0,6,9,24,43,44,49,46,175,29.17,6,49,43,3,3,1
2427,2016-09-10,2016,9,10,5,1,2,7,10,26,38,48,17,131,21.83,2,48,46,1,5,0
2428,2016-09-14,2016,9,14,2,0,8,16,18,24,45,47,22,158,26.33,8,47,39,2,4,1
2429,2016-09-17,2016,9,17,5,1,2,8,11,12,16,25,6,74,12.33,2,25,23,2,4,1
2430,2016-09-21,2016,9,21,2,0,22,23,28,37,46,48,11,204,34.0,22,48,26,2,4,0
2431,2016-09-24,2016,9,24,5,1,8,10,17,20,33,35,49,123,20.5,8,35,27,3,3,0
2432,2016-09-28,2016,9,28,2,0,9,16,23,30,31,45,19,154,25.67,9,45,36,4,2,0
2433,2016-10-01,2016,10,1,5,1,3,4,26,32,37,39,35,141,23.5,3,39,36,3,3,0
