day,date,year,month,day_of_month,day_of_week,is_weekend,ball_1,ball_2,ball_3,ball_4,ball_5,ball_6,powerball,sum_main_balls,mean_main_balls,min_main_ball,max_main_ball,range_main_balls,odd_count,even_count,is_powerball_even
1910,2011-09-24,2011,9,24,5,1,9,10,22,28,32,49,48,150,25.0,9,49,40,2,4,1
1911,2011-09-28,2011,9,28,2,0,6,16,21,38,41,48,44,170,28.33,6,48,42,2,4,1
1912,2011-10-01,2011,10,1,5,1,11,13,15,16,20,25,29,100,16.67,11,25,14,4,2,0
1913,2011-10-05,2011,10,5,2,0,5,15,21,29,38,47,37,155,25.83,5,47,42,5,1,0
1914,2011-10-08,2011,10,8,5,1,11,12,24,25,38,43,36,153,25.5,11,43,32,3,3,1
1915,2011-10-12,2011,10,12,2,0,2,8,9,19,25,47,13,110,18.33,2,47,45,4,2,0
1916,2011-10-15,2011,10,15,5,1,22,23,26,29,35,41,43,176,29.33,22,41,19,4,2,0
1917,2011-10-19,2011,10,19,2,0,2,11,20,39,44,45,33,161,26.83,2,45,43,3,3,0
1918,2011-10-22,2011,10,22,5,1,6,10,15,27,33,39,36,130,21.67,6,39,33,4,2,1
1919,2011-10-26,2011,10,26,2,0,6,18,22,27,29,41,3,143,23.83,6,41,35,3,3,0
1920,2011-10-29,2011,10,29,5,1,3,5,11,13,14,34,42,80,13.33,3,34,31,4,2,1
1921,2011-11-02,2011,11,2,2,0,10,11,12,20,34,39,36,126,21.0,10,39,29,2,4,1
1922,2011-11-05,2011,11,5,5,1,5,16,33,36,39,40,41,169,28.17,5,40,35,3,3,0
1923,2011-11-09,2011,11,9,2,0,1,13,14,17,29,41,24,115,19.17,1,41,40,5,1,1
1924,2011-11-12,2011,11,12,5,1,2,8,14,33,41,46,4,144,24.0,2,46,44,2,4,1
1925,2011-11-16,2011,11,16,2,0,7,11,28,35,43,44,46,168,28.0,7,44,37,4,2,1
1926,2011-11-19,2011,11,19,5,1,1,24,30,40,43,44,13,182,30.33,1,44,43,2,4,0
1927,2011-11-23,2011,11,23,2,0,8,19,27,33,39,47,46,173,28.83,8,47,39,5,1,1
1928,2011-11-26,2011,11,26,5,1,2,6,7,11,23,45,27,94,15.67,2,45,43,4,2,0
1929,2011-11-30,2011,11,30,2,0,3,25,29,35,44,48,17,184,30.67,3,48,45,4,2,0
1930,2011-12-03,2011,12,3,5,1,6,21,29,31,34,39,3,160,26.67,6,39,33,4,2,0
1931,2011-12-07,2011,12,7,2,0,4,8,20,21,39,44,36,136,22.67,4,44,40,2,4,1
1932,2011-12-10,2011,12,10,5,1,22,28,32,44,46,47,33,219,36.5,22,47,25,1,5,0
1933,2011-12-14,2011,12,14,2,0,4,19,36,37,38,48,15,182,30.33,4,48,44,2,4,0
1934,2011-12-17,2011,12,17,5,1,25,26,29,31,35,47,22,193,32.17,25,47,22,5,1,1
1935,2011-12-21,2011,12,21,2,0,15,20,22,29,36,48,37,170,28.33,15,48,33,2,4,0
1936,2011-12-24,2011,12,24,5,1,25,26,29,37,39,42,12,198,33.0,25,42,17,4,2,1
1937,2011-12-28,2011,12,28,2,0,5,6,7,8,19,21,48,66,11.0,5,21,16,4,2,1
1938,2011-12-31,2011,12,31,5,1,2,7,13,18,24,49,28,113,18.83,2,49,47,3,3,1
1939,2012-01-04,2012,1,4,2,0,3,30,33,36,45,46,26,193,32.17,3,46,43,3,3,1
1940,2012-01-07,2012,1,7,5,1,5,7,11,20,27,36,49,106,17.67,5,36,31,4,2,0
1941,2012-01-11,2012,1,11,2,0,3,4,10,14,32,33,25,96,16.0,3,33,30,2,4,0
1942,2012-01-14,2012,1,14,5,1,2,6,9,30,37,40,19,124,20.67,2,40,38,2,4,0
1943,2012-01-18,2012,1,18,2,0,21,24,31,33,40,43,4,192,32.0,21,43,22,4,2,1
1944,2012-01-21,2012,1,21,5,1,5,6,25,34,36,39,33,145,24.17,5,39,34,3,3,0
1945,2012-01-25,2012,1,25,2,0,5,10,17,23,37,45,15,137,22.83,5,45,40,5,1,0
1946,2012-01-28,2012,1,28,5,1,4,5,8,13,25,39,28,94,15.67,4,39,35,4,2,1
1947,2012-02-01,2012,2,1,2,0,9,11,12,20,31,34,13,117,19.5,9,34,25,3,3,0
1948,2012-02-04,2012,2,4,5,1,9,24,34,37,44,46,4,194,32.33,9,46,37,2,4,1
1949,2012-02-08,2012,2,8,2,0,1,4,12,15,42,44,21,118,19.67,1,44,43,2,4,0
1950,2012-02-11,2012,2,11,5,1,4,8,19,38,43,45,32,157,26.17,4,45,41,3,3,1
1951,2012-02-15,2012,2,15,2,0,11,13,17,21,31,38,8,131,21.83,11,38,27,5,1,1
1952,2012-02-18,2012,2,18,5,1,2,28,29,30,32,40,14,161,26.83,2,40,38,1,5,1
1953,2012-02-22,2012,2,22,2,0,6,19,32,38,39,46,41,180,30.0,6,46,40,2,4,0
1954,2012-02-25,2012,2,25,5,1,3,10,15,23,33,38,41,122,20.33,3,38,35,4,2,0
1955,2012-02-29,2012,2,29,2,0,6,12,13,24,34,35,37,124,20.67,6,35,29,2,4,0
1956,2012-03-03,2012,3,3,5,1,9,15,20,29,33,41,3,147,24.5,9,41,32,5,1,0
1957,2012-03-07,2012,3,7,2,0,14,21,27,29,44,47,26,182,30.33,14,47,33,4,2,1
1958,2012-03-10,2012,3,10,5,1,7,15,35,39,40,44,10,180,30.0,7,44,37,4,2,1
1959,2012-03-14,2012,3,14,2,0,2,17,24,26,28,40,13,137,22.83,2,40,38,1,5,0
1960,2012-03-17,2012,3,17,5,1,13,14,18,43,47,48,32,183,30.5,13,48,35,3,3,1
1961,2012-03-21,2012,3,21,2,0,14,15,21,35,47,48,20,180,30.0,14,48,34,4,2,1
1962,2012-03-24,2012,3,24,5,1,2,15,16,17,18,47,4,115,19.17,2,47,45,3,3,1
1963,2012-03-28,2012,3,28,2,0,4,6,8,10,35,40,3,103,17.17,4,40,36,1,5,0
1964,2012-03-31,2012,3,31,5,1,2,19,22,30,32,48,18,153,25.5,2,48,46,1,5,1
1965,2012-04-04,2012,4,4,2,0,7,9,12,19,35,46,10,128,21.33,7,46,39,4,2,1
1966,2012-04-07,2012,4,7,5,1,9,13,31,34,42,43,27,172,28.67,9,43,34,4,2,0
1967,2012-04-11,2012,4,11,2,0,9,15,27,32,36,44,8,163,27.17,9,44,35,3,3,1
1968,2012-04-14,2012,4,14,5,1,4,5,17,27,43,49,13,145,24.17,4,49,45,5,1,0
1969,2012-04-18,2012,4,18,2,0,1,3,4,12,13,23,11,56,9.33,1,23,22,4,2,0
1970,2012-04-21,2012,4,21,5,1,6,8,9,22,25,40,11,110,18.33,6,40,34,2,4,0
1971,2012-04-25,2012,4,25,2,0,6,28,40,43,45,47,3,209,34.83,6,47,41,3,3,0
1972,2012-04-28,2012,4,28,5,1,14,26,32,42,44,48,20,206,34.33,14,48,34,0,6,1
1973,2012-05-02,2012,5,2,2,0,9,25,28,35,41,46,20,184,30.67,9,46,37,4,2,1
1974,2012-05-05,2012,5,5,5,1,3,13,17,27,28,48,1,136,22.67,3,48,45,4,2,0
1975,2012-05-09,2012,5,9,2,0,18,22,35,39,41,43,26,198,33.0,18,43,25,4,2,1
1976,2012-05-12,2012,5,12,5,1,5,24,29,33,40,47,14,178,29.67,5,47,42,4,2,1
1977,2012-05-16,2012,5,16,2,0,6,12,32,37,39,43,34,169,28.17,6,43,37,3,3,1
1978,2012-05-19,2012,5,19,5,1,8,14,16,18,40,41,11,137,22.83,8,41,33,1,5,0
1979,2012-05-23,2012,5,23,2,0,3,6,11,16,29,42,31,107,17.83,3,42,39,3,3,0
1980,2012-05-26,2012,5,26,5,1,2,13,24,34,40,47,6,160,26.67,2,47,45,2,4,1
1981,2012-05-30,2012,5,30,2,0,3,20,22,34,38,46,12,163,27.17,3,46,43,1,5,1
1982,2012-06-02,2012,6,2,5,1,4,10,31,33,36,37,29,151,25.17,4,37,33,3,3,0
1983,2012-06-06,2012,6,6,2,0,6,17,24,32,34,49,26,162,27.0,6,49,43,2,4,1
1984,2012-06-09,2012,6,9,5,1,9,11,15,26,40,48,17,149,24.83,9,48,39,3,3,0
1985,2012-06-13,2012,6,13,2,0,9,14,16,20,41,43,13,143,23.83,9,43,34,3,3,0
1986,2012-06-16,2012,6,16,5,1,8,17,19,21,39,44,31,148,24.67,8,44,36,4,2,0
1987,2012-06-20,2012,6,20,2,0,24,25,27,28,29,46,1,179,29.83,24,46,22,3,3,0
1988,2012-06-23,2012,6,23,5,1,11,16,23,24,36,48,45,158,26.33,11,48,37,2,4,0
1989,2012-06-27,2012,6,27,2,0,15,24,27,39,46,49,18,200,33.33,15,49,34,4,2,1
1990,2012-06-30,2012,6,30,5,1,5,8,15,17,25,44,7,114,19.0,5,44,39,4,2,0
1991,2012-07-04,2012,7,4,2,0,7,10,16,21,31,48,38,133,22.17,7,48,41,3,3,1
1992,2012-07-07,2012,7,7,5,1,6,11,26,28,29,43,35,143,23.83,6,43,37,3,3,0
1993,2012-07-11,2012,7,11,2,0,4,8,21,31,33,48,7,145,24.17,4,48,44,3,3,0
1994,2012-07-14,2012,7,14,5,1,12,20,22,27,40,44,7,165,27.5,12,44,32,1,5,0
1995,2012-07-18,2012,7,18,2,0,2,7,12,25,30,39,13,115,19.17,2,39,37,3,3,0
1996,2012-07-21,2012,7,21,5,1,5,7,30,31,32,48,13,153,25.5,5,48,43,3,3,0
1997,2012-07-25,2012,7,25,2,0,20,24,30,40,41,44,21,199,33.17,20,44,24,1,5,0
1998,2012-07-28,2012,7,28,5,1,6,26,29,33,35,38,39,167,27.83,6,38,32,3,3,0
1999,2012-08-01,2012,8,1,2,0,6,11,12,22,44,48,37,143,23.83,6,48,42,1,5,0
2000,2012-08-04,2012,8,4,5,1,5,17,18,24,28,42,2,134,22.33,5,42,37,2,4,1
2001,2012-08-08,2012,8,8,2,0,16,18,22,24,30,40,48,150,25.0,16,40,24,0,6,1
2002,2012-08-11,2012,8,11,5,1,2,11,12,22,27,37,9,111,18.5,2,37,35,3,3,0
2003,2012-08-15,2012,8,15,2,0,1,5,15,16,18,20,12,75,12.5,1,20,19,3,3,1
2004,2012-08-18,2012,8,18,5,1,2,23,30,44,46,47,28,192,32.0,2,47,45,2,4,1
2005,2012-08-22,2012,8,22,2,0,19,22,29,35,48,49,36,202,33.67,19,49,30,4,2,1
2006,2012-08-25,2012,8,25,5,1,2,5,12,13,22,35,33,89,14.83,2,35,33,3,3,0
2007,2012-08-29,2012,8,29,2,0,3,12,15,24,36,43,21,133,22.17,3,43,40,3,3,0
2008,2012-09-01,2012,9,1,5,1,9,17,24,26,35,41,11,152,25.33,9,41,32,4,2,0
2009,2012-09-05,2012,9,5,2,0,4,6,7,16,35,49,26,117,19.5,4,49,45,3,3,1
2010,2012-09-08,2012,9,8,5,1,5,12,17,29,39,42,27,144,24.0,5,42,37,4,2,0
2011,2012-09-12,2012,9,12,2,0,15,18,27,28,29,46,13,163,27.17,15,46,31,3,3,0
2012,2012-09-15,2012,9,15,5,1,12,15,24,33,40,47,30,171,28.5,12,47,35,3,3,1
2013,2012-09-19,2012,9,19,2,0,1,12,35,46,47,49,13,190,31.67,1,49,48,4,2,0
2014,2012-09-22,2012,9,22,5,1,1,4,5,13,18,43,22,84,14.0,1,43,42,4,2,1
2015,2012-09-26,2012,9,26,2,0,1,6,17,20,23,29,47,96,16.0,1,29,28,4,2,0
2016,2012-09-29,2012,9,29,5,1,7,24,34,35,39,46,44,185,30.83,7,46,39,3,3,1
2017,2012-10-03,2012,10,3,2,0,8,12,25,33,35,36,30,149,24.83,8,36,28,3,3,1
2018,2012-10-06,2012,10,6,5,1,7,13,21,27,36,39,24,143,23.83,7,39,32,5,1,1
2019,2012-10-10,2012,10,10,2,0,8,13,14,25,35,37,20,132,22.0,8,37,29,4,2,1
2020,2012-10-13,2012,10,13,5,1,10,11,16,18,24,37,19,116,19.33,10,37,27,2,4,0
2021,2012-10-17,2012,10,17,2,0,6,14,20,26,30,42,44,138,23.0,6,42,36,0,6,1
2022,2012-10-20,2012,10,20,5,1,1,2,22,31,40,44,17,140,23.33,1,44,43,2,4,0
2023,2012-10-24,2012,10,24,2,0,7,16,20,24,33,41,29,141,23.5,7,41,34,3,3,0
2024,2012-10-27,2012,10,27,5,1,1,3,6,7,10,38,19,65,10.83,1,38,37,3,3,0
2025,2012-10-31,2012,10,31,2,0,3,5,13,14,25,27,19,87,14.5,3,27,24,5,1,0
2026,2012-11-03,2012,11,3,5,1,7,8,20,28,41,42,14,146,24.33,7,42,35,2,4,1
2027,2012-11-07,2012,11,7,2,0,3,8,17,18,37,44,12,127,21.17,3,44,41,3,3,1
2028,2012-11-10,2012,11,10,5,1,19,29,33,35,39,45,34,200,33.33,19,45,26,6,0,1
2029,2012-11-14,2012,11,14,2,0,1,13,28,31,40,49,37,162,27.0,1,49,48,4,2,0
2030,2012-11-17,2012,11,17,5,1,3,4,8,21,33,34,22,103,17.17,3,34,31,3,3,1
2031,2012-11-21,2012,11,21,2,0,18,21,28,30,35,39,19,171,28.5,18,39,21,3,3,0
2032,2012-11-24,2012,11,24,5,1,7,11,13,21,22,24,17,98,16.33,7,24,17,4,2,0
2033,2012-11-28,2012,11,28,2,0,2,10,28,29,35,43,41,147,24.5,2,43,41,3,3,0
2034,2012-12-01,2012,12,1,5,1,6,11,16,30,33,35,39,131,21.83,6,35,29,3,3,0
2035,2012-12-05,2012,12,5,2,0,5,8,14,30,32,40,11,129,21.5,5,40,35,1,5,0
2036,2012-12-08,2012,12,8,5,1,2,11,14,19,43,47,45,136,22.67,2,47,45,4,2,0
2037,2012-12-12,2012,12,12,2,0,3,7,16,19,28,43,20,116,19.33,3,43,40,4,2,1
2038,2012-12-15,2012,12,15,5,1,2,17,32,39,47,49,48,186,31.0,2,49,47,4,2,1
2039,2012-12-19,2012,12,19,2,0,14,33,34,42,47,48,5,218,36.33,14,48,34,2,4,0
2040,2012-12-22,2012,12,22,5,1,4,15,24,34,40,47,2,164,27.33,4,47,43,2,4,1
2041,2012-12-26,2012,12,26,2,0,6,17,27,41,46,48,29,185,30.83,6,48,42,3,3,0
2042,2012-12-29,2012,12,29,5,1,1,3,8,17,20,22,29,71,11.83,1,22,21,3,3,0
2043,2013-01-02,2013,1,2,2,0,5,10,19,24,32,39,40,129,21.5,5,39,34,3,3,1
2044,2013-01-05,2013,1,5,5,1,8,9,10,14,15,27,42,83,13.83,8,27,19,3,3,1
2045,2013-01-09,2013,1,9,2,0,14,16,17,18,21,29,2,115,19.17,14,29,15,3,3,1
2046,2013-01-12,2013,1,12,5,1,2,5,21,30,36,41,44,135,22.5,2,41,39,3,3,1
2047,2013-01-16,2013,1,16,2,0,3,12,21,26,33,46,32,141,23.5,3,46,43,3,3,1
2048,2013-01-19,2013,1,19,5,1,7,15,23,28,29,49,2,151,25.17,7,49,42,5,1,1
2049,2013-01-23,2013,1,23,2,0,2,3,25,35,38,39,44,142,23.67,2,39,37,4,2,1
2050,2013-01-26,2013,1,26,5,1,4,31,36,39,41,44,12,195,32.5,4,44,40,3,3,1
2051,2013-01-30,2013,1,30,2,0,3,4,16,26,28,30,37,107,17.83,3,30,27,1,5,0
2052,2013-02-02,2013,2,2,5,1,1,10,16,27,30,35,18,119,19.83,1,35,34,3,3,1
2053,2013-02-06,2013,2,6,2,0,8,18,20,25,37,38,5,146,24.33,8,38,30,2,4,0
2054,2013-02-09,2013,2,9,5,1,12,26,27,30,33,39,5,167,27.83,12,39,27,3,3,0
2055,2013-02-13,2013,2,13,2,0,2,15,43,46,47,48,12,201,33.5,2,48,46,3,3,1
2056,2013-02-16,2013,2,16,5,1,8,17,18,23,43,45,44,154,25.67,8,45,37,4,2,1
2057,2013-02-20,2013,2,20,2,0,11,15,21,22,30,34,36,133,22.17,11,34,23,3,3,1
2058,2013-02-23,2013,2,23,5,1,4,9,21,39,41,43,26,157,26.17,4,43,39,5,1,1
2059,2013-02-27,2013,2,27,2,0,17,21,22,30,31,32,23,153,25.5,17,32,15,3,3,0
2060,2013-03-02,2013,3,2,5,1,1,14,15,39,41,43,26,153,25.5,1,43,42,5,1,1
2061,2013-03-06,2013,3,6,2,0,28,29,40,42,43,44,12,226,37.67,28,44,16,2,4,1
2062,2013-03-09,2013,3,9,5,1,2,16,33,38,42,48,7,179,29.83,2,48,46,1,5,0
2063,2013-03-13,2013,3,13,2,0,12,27,30,33,37,40,47,179,29.83,12,40,28,3,3,0
2064,2013-03-16,2013,3,16,5,1,2,12,23,29,37,47,40,150,25.0,2,47,45,4,2,1
2065,2013-03-20,2013,3,20,2,0,5,18,28,31,43,49,30,174,29.0,5,49,44,4,2,1
2066,2013-03-23,2013,3,23,5,1,5,17,26,29,34,44,13,155,25.83,5,44,39,3,3,0
2067,2013-03-27,2013,3,27,2,0,6,17,19,31,42,43,9,158,26.33,6,43,37,4,2,0
2068,2013-03-30,2013,3,30,5,1,17,30,33,36,38,46,1,200,33.33,17,46,29,2,4,0
2069,2013-04-03,2013,4,3,2,0,6,16,31,32,42,48,5,175,29.17,6,48,42,1,5,0
2070,2013-04-06,2013,4,6,5,1,12,22,24,25,36,37,44,156,26.0,12,37,25,2,4,1
2071,2013-04-10,2013,4,10,2,0,3,10,12,41,46,47,27,159,26.5,3,47,44,3,3,0
2072,2013-04-13,2013,4,13,5,1,10,12,35,40,47,49,19,193,32.17,10,49,39,3,3,0
2073,2013-04-17,2013,4,17,2,0,1,8,27,33,45,49,5,163,27.17,1,49,48,5,1,0
2074,2013-04-20,2013,4,20,5,1,3,8,12,14,23,37,21,97,16.17,3,37,34,3,3,0
2075,2013-04-24,2013,4,24,2,0,1,3,4,23,40,42,8,113,18.83,1,42,41,3,3,1
2076,2013-04-27,2013,4,27,5,1,4,5,9,11,39,40,22,108,18.0,4,40,36,4,2,1
2077,2013-05-01,2013,5,1,2,0,9,32,33,39,46,47,42,206,34.33,9,47,38,4,2,1
2078,2013-05-04,2013,5,4,5,1,2,39,40,45,46,47,15,219,36.5,2,47,45,3,3,0
2079,2013-05-08,2013,5,8,2,0,5,7,8,21,28,40,26,109,18.17,5,40,35,3,3,1
2080,2013-05-11,2013,5,11,5,1,8,26,27,35,42,49,39,187,31.17,8,49,41,3,3,0
2081,2013-05-15,2013,5,15,2,0,8,21,26,27,34,43,10,159,26.5,8,43,35,3,3,1
2082,2013-05-18,2013,5,18,5,1,3,8,15,19,35,45,23,125,20.83,3,45,42,5,1,0
2083,2013-05-22,2013,5,22,2,0,10,18,19,22,30,48,34,147,24.5,10,48,38,1,5,1
2084,2013-05-25,2013,5,25,5,1,15,23,27,36,41,49,37,191,31.83,15,49,34,5,1,0
2085,2013-05-29,2013,5,29,2,0,14,15,24,33,34,36,11,156,26.0,14,36,22,2,4,0
2086,2013-06-01,2013,6,1,5,1,1,5,12,17,22,43,36,100,16.67,1,43,42,4,2,1
2087,2013-06-05,2013,6,5,2,0,5,13,17,27,47,49,34,158,26.33,5,49,44,6,0,1
2088,2013-06-08,2013,6,8,5,1,2,18,23,36,43,46,9,168,28.0,2,46,44,2,4,0
2089,2013-06-12,2013,6,12,2,0,11,19,23,27,33,37,32,150,25.0,11,37,26,6,0,1
2090,2013-06-15,2013,6,15,5,1,5,16,17,44,45,48,19,175,29.17,5,48,43,3,3,0
2091,2013-06-19,2013,6,19,2,0,20,23,26,27,44,46,5,186,31.0,20,46,26,2,4,0
2092,2013-06-22,2013,6,22,5,1,3,21,36,42,43,44,27,189,31.5,3,44,41,3,3,0
2093,2013-06-26,2013,6,26,2,0,1,9,11,12,13,25,42,71,11.83,1,25,24,5,1,1
2094,2013-06-29,2013,6,29,5,1,6,8,17,28,37,49,27,145,24.17,6,49,43,3,3,0
2095,2013-07-03,2013,7,3,2,0,2,6,26,29,31,37,24,131,21.83,2,37,35,3,3,1
2096,2013-07-06,2013,7,6,5,1,8,11,25,29,40,48,28,161,26.83,8,48,40,3,3,1
2097,2013-07-10,2013,7,10,2,0,8,9,21,37,40,46,20,161,26.83,8,46,38,3,3,1
2098,2013-07-13,2013,7,13,5,1,8,19,25,32,45,48,36,177,29.5,8,48,40,3,3,1
2099,2013-07-17,2013,7,17,2,0,2,5,10,15,41,49,24,122,20.33,2,49,47,4,2,1
2100,2013-07-20,2013,7,20,5,1,3,17,26,35,43,45,8,169,28.17,3,45,42,5,1,1
2101,2013-07-24,2013,7,24,2,0,12,21,22,24,34,41,49,154,25.67,12,41,29,2,4,0
2102,2013-07-27,2013,7,27,5,1,18,19,31,34,40,42,48,184,30.67,18,42,24,2,4,1
2103,2013-07-31,2013,7,31,2,0,6,9,18,22,28,39,7,122,20.33,6,39,33,2,4,0
2104,2013-08-03,2013,8,3,5,1,13,18,19,23,33,41,4,147,24.5,13,41,28,5,1,1
2105,2013-08-07,2013,8,7,2,0,7,12,21,34,41,46,23,161,26.83,7,46,39,3,3,0
2106,2013-08-10,2013,8,10,5,1,4,5,16,18,38,40,35,121,20.17,4,40,36,1,5,0
2107,2013-08-14,2013,8,14,2,0,18,20,21,32,33,35,6,159,26.5,18,35,17,3,3,1
2108,2013-08-17,2013,8,17,5,1,15,16,17,25,26,46,13,145,24.17,15,46,31,3,3,0
2109,2013-08-21,2013,8,21,2,0,11,22,23,25,34,41,29,156,26.0,11,41,30,4,2,0
2110,2013-08-24,2013,8,24,5,1,5,22,29,35,36,40,21,167,27.83,5,40,35,3,3,0
2111,2013-08-28,2013,8,28,2,0,17,21,23,29,30,45,44,165,27.5,17,45,28,5,1,1
2112,2013-08-31,2013,8,31,5,1,7,8,19,24,41,47,1,146,24.33,7,47,40,4,2,0
2113,2013-09-04,2013,9,4,2,0,5,10,17,18,23,40,8,113,18.83,5,40,35,3,3,1
2114,2013-09-07,2013,9,7,5,1,13,16,29,35,41,43,10,177,29.5,13,43,30,5,1,1
2115,2013-09-11,2013,9,11,2,0,1,2,3,30,33,45,36,114,19.0,1,45,44,4,2,1
2116,2013-09-14,2013,9,14,5,1,7,14,16,27,42,43,10,149,24.83,7,43,36,3,3,1
2117,2013-09-18,2013,9,18,2,0,3,9,11,25,35,36,2,119,19.83,3,36,33,5,1,1
2118,2013-09-21,2013,9,21,5,1,1,20,33,37,41,45,44,177,29.5,1,45,44,5,1,1
2119,2013-09-25,2013,9,25,2,0,3,9,13,20,40,41,15,126,21.0,3,41,38,4,2,0
2120,2013-09-28,2013,9,28,5,1,1,9,15,16,21,47,18,109,18.17,1,47,46,5,1,1
2121,2013-10-02,2013,10,2,2,0,3,8,22,27,30,45,6,135,22.5,3,45,42,3,3,1
2122,2013-10-05,2013,10,5,5,1,2,8,14,15,41,43,25,123,20.5,2,43,41,3,3,0
2123,2013-10-09,2013,10,9,2,0,7,8,12,24,30,39,48,120,20.0,7,39,32,2,4,1
2124,2013-10-12,2013,10,12,5,1,6,17,21,31,34,36,47,145,24.17,6,36,30,3,3,0
2125,2013-10-16,2013,10,16,2,0,27,31,39,40,44,45,15,226,37.67,27,45,18,4,2,0
2126,2013-10-19,2013,10,19,5,1,1,19,33,38,41,42,13,174,29.0,1,42,41,4,2,0
2127,2013-10-23,2013,10,23,2,0,14,18,24,31,38,46,2,171,28.5,14,46,32,1,5,1
2128,2013-10-26,2013,10,26,5,1,7,9,10,11,46,48,34,131,21.83,7,48,41,3,3,1
2129,2013-10-30,2013,10,30,2,0,11,23,25,28,34,37,26,158,26.33,11,37,26,4,2,1
2130,2013-11-02,2013,11,2,5,1,1,7,13,25,30,46,24,122,20.33,1,46,45,4,2,1
2131,2013-11-06,2013,11,6,2,0,17,20,32,36,37,41,42,183,30.5,17,41,24,3,3,1
2132,2013-11-09,2013,11,9,5,1,8,9,11,12,23,38,29,101,16.83,8,38,30,3,3,0
2133,2013-11-13,2013,11,13,2,0,1,18,33,36,38,41,3,167,27.83,1,41,40,3,3,0
2134,2013-11-16,2013,11,16,5,1,16,18,37,42,43,45,29,201,33.5,16,45,29,3,3,0
2135,2013-11-20,2013,11,20,2,0,4,8,9,12,43,49,26,125,20.83,4,49,45,3,3,1
2136,2013-11-23,2013,11,23,5,1,4,19,29,34,40,45,18,171,28.5,4,45,41,3,3,1
2137,2013-11-27,2013,11,27,2,0,1,13,19,23,27,42,36,125,20.83,1,42,41,5,1,1
2138,2013-11-30,2013,11,30,5,1,3,4,9,21,27,31,49,95,15.83,3,31,28,5,1,0
2139,2013-12-04,2013,12,4,2,0,3,6,7,11,15,48,30,90,15.0,3,48,45,4,2,1
2140,2013-12-07,2013,12,7,5,1,15,26,27,28,30,39,5,165,27.5,15,39,24,3,3,0
2141,2013-12-11,2013,12,11,2,0,5,24,29,38,40,49,19,185,30.83,5,49,44,3,3,0
2142,2013-12-14,2013,12,14,5,1,14,18,21,27,35,48,44,163,27.17,14,48,34,3,3,1
2143,2013-12-18,2013,12,18,2,0,4,6,9,16,20,31,32,86,14.33,4,31,27,2,4,1
2144,2013-12-21,2013,12,21,5,1,28,33,34,43,46,48,23,232,38.67,28,48,20,2,4,0
2145,2013-12-28,2013,12,28,5,1,1,26,27,35,45,48,47,182,30.33,1,48,47,4,2,0
2146,2014-01-01,2014,1,1,2,0,12,16,18,35,36,43,17,160,26.67,12,43,31,2,4,0
2147,2014-01-04,2014,1,4,5,1,13,20,22,24,46,48,35,173,28.83,13,48,35,1,5,0
2148,2014-01-08,2014,1,8,2,0,3,14,22,29,48,49,18,165,27.5,3,49,46,3,3,1
2149,2014-01-11,2014,1,11,5,1,4,14,26,34,39,49,10,166,27.67,4,49,45,2,4,1
2150,2014-01-15,2014,1,15,2,0,3,13,19,27,28,38,25,128,21.33,3,38,35,4,2,0
2151,2014-01-18,2014,1,18,5,1,13,19,28,29,37,39,25,165,27.5,13,39,26,5,1,0
2152,2014-01-22,2014,1,22,2,0,1,2,18,28,33,48,43,130,21.67,1,48,47,2,4,0
2153,2014-01-25,2014,1,25,5,1,7,14,27,29,36,48,23,161,26.83,7,48,41,3,3,0
2154,2014-01-29,2014,1,29,2,0,2,13,15,36,40,43,23,149,24.83,2,43,41,3,3,0
2155,2014-02-01,2014,2,1,5,1,7,39,42,43,44,47,13,222,37.0,7,47,40,4,2,0
2156,2014-02-05,2014,2,5,2,0,2,18,24,25,37,38,28,144,24.0,2,38,36,2,4,1
2157,2014-02-08,2014,2,8,5,1,8,16,32,34,38,42,11,170,28.33,8,42,34,0,6,0
2158,2014-02-12,2014,2,12,2,0,6,11,23,28,45,47,33,160,26.67,6,47,41,4,2,0
2159,2014-02-15,2014,2,15,5,1,3,16,32,33,44,48,43,176,29.33,3,48,45,2,4,0
2160,2014-02-19,2014,2,19,2,0,1,2,23,28,37,41,10,132,22.0,1,41,40,4,2,1
2161,2014-02-22,2014,2,22,5,1,2,3,9,15,18,31,25,78,13.0,2,31,29,4,2,0
2162,2014-02-26,2014,2,26,2,0,7,18,34,39,41,42,23,181,30.17,7,42,35,3,3,0
2163,2014-03-01,2014,3,1,5,1,8,13,21,37,43,47,14,169,28.17,8,47,39,5,1,1
2164,2014-03-05,2014,3,5,2,0,4,20,23,30,33,34,42,144,24.0,4,34,30,2,4,1
2165,2014-03-08,2014,3,8,5,1,6,9,24,40,48,49,21,176,29.33,6,49,43,2,4,0
2166,2014-03-12,2014,3,12,2,0,1,31,35,42,45,46,18,200,33.33,1,46,45,4,2,1
2167,2014-03-15,2014,3,15,5,1,3,6,23,28,30,38,32,128,21.33,3,38,35,2,4,1
2168,2014-03-19,2014,3,19,2,0,2,9,21,29,42,47,3,150,25.0,2,47,45,4,2,0
2169,2014-03-22,2014,3,22,5,1,16,32,35,37,42,47,49,209,34.83,16,47,31,3,3,0
2170,2014-03-26,2014,3,26,2,0,3,23,30,36,37,44,49,173,28.83,3,44,41,3,3,0
2171,2014-03-29,2014,3,29,5,1,9,13,17,30,36,45,40,150,25.0,9,45,36,4,2,1
