day,date,year,month,day_of_month,day_of_week,is_weekend,ball_1,ball_2,ball_3,ball_4,ball_5,powerball,sum_main_balls,mean_main_balls,min_main_ball,max_main_ball,range_main_balls,odd_count,even_count,is_powerball_even
1217,2017-11-28,2017,11,28,1,0,19,24,25,32,44,19,144,28.8,19,44,25,2,3,0
1218,2017-12-01,2017,12,1,4,0,20,23,37,39,43,9,162,32.4,20,43,23,4,1,0
1219,2017-12-05,2017,12,5,1,0,9,10,18,23,27,2,87,17.4,9,27,18,3,2,1
1220,2017-12-08,2017,12,8,4,0,10,12,17,20,41,17,100,20.0,10,41,31,2,3,0
1221,2017-12-12,2017,12,12,1,0,12,22,31,33,40,1,138,27.6,12,40,28,2,3,0
1222,2017-12-15,2017,12,15,4,0,15,23,27,34,39,13,138,27.6,15,39,24,4,1,0
1223,2017-12-19,2017,12,19,1,0,13,15,25,31,35,8,119,23.8,13,35,22,5,0,1
1224,2017-12-22,2017,12,22,4,0,5,11,13,25,34,14,88,17.6,5,34,29,4,1,1
1225,2017-12-26,2017,12,26,1,0,4,6,18,24,29,18,81,16.2,4,29,25,1,4,1
1226,2017-12-29,2017,12,29,4,0,1,2,12,36,45,4,96,19.2,1,45,44,2,3,1
1227,2026-01-02,2026,1,2,4,0,2,22,29,36,43,3,132,26.4,2,43,41,2,3,0
1228,2026-01-06,2026,1,6,1,0,8,17,24,29,41,8,119,23.8,8,41,33,3,2,1
1229,2026-01-09,2026,1,9,4,0,13,14,27,38,42,12,134,26.8,13,42,29,2,3,1
1230,2026-01-13,2026,1,13,1,0,1,2,11,15,42,13,71,14.2,1,42,41,3,2,0
1231,2026-01-16,2026,1,16,4,0,3,24,29,32,34,18,122,24.4,3,34,31,2,3,1
1232,2026-01-20,2026,1,20,1,0,1,5,7,15,40,4,68,13.6,1,40,39,4,1,1
1233,2026-01-23,2026,1,23,4,0,3,16,18,23,42,20,102,20.4,3,42,39,2,3,1
1234,2026-01-27,2026,1,27,1,0,14,23,31,44,49,9,161,32.2,14,49,35,3,2,0
1235,2026-01-30,2026,1,30,4,0,2,9,14,35,42,9,102,20.4,2,42,40,2,3,0
1236,2026-02-03,2026,2,3,1,0,1,10,26,27,40,5,104,20.8,1,40,39,2,3,0
1237,2026-02-06,2026,2,6,4,0,2,6,35,36,46,2,125,25.0,2,46,44,1,4,1
1238,2026-02-10,2026,2,10,1,0,4,20,37,41,42,11,144,28.8,4,42,38,2,3,0
1239,2026-02-13,2026,2,13,4,0,6,20,24,30,34,11,114,22.8,6,34,28,0,5,0
1240,2026-02-17,2026,2,17,1,0,23,24,30,41,43,5,161,32.2,23,43,20,3,2,0
1241,2026-02-20,2026,2,20,4,0,7,8,23,36,41,17,115,23.0,7,41,34,3,2,0
1242,2026-02-24,2026,2,24,1,0,9,14,39,41,48,10,151,30.2,9,48,39,3,2,1
1243,2026-02-27,2026,2,27,4,0,27,31,36,37,43,4,174,34.8,27,43,16,4,1,1
1244,2026-03-03,2026,3,3,1,0,4,21,29,45,48,6,147,29.4,4,48,44,3,2,1
1245,2026-03-06,2026,3,6,4,0,15,21,25,44,49,1,154,30.8,15,49,34,4,1,0
1246,2026-03-10,2026,3,10,1,0,2,23,27,32,49,11,133,26.6,2,49,47,3,2,0
1247,2026-03-13,2026,3,13,4,0,9,14,23,34,36,20,116,23.2,9,36,27,2,3,1
1248,2026-03-17,2026,3,17,1,0,7,9,10,31,34,4,91,18.2,7,34,27,3,2,1
1249,2026-03-20,2026,3,20,4,0,12,18,28,40,45,15,143,28.6,12,45,33,1,4,0
1250,2026-03-24,2026,3,24,1,0,7,15,19,31,44,20,116,23.2,7,44,37,4,1,1
1251,2026-03-27,2026,3,27,4,0,1,7,11,27,32,1,78,15.6,1,32,31,4,1,0
1252,2026-03-31,2026,3,31,1,0,4,5,10,16,42,12,77,15.4,4,42,38,1,4,1
1253,2026-04-03,2026,4,3,4,0,16,20,21,24,25,6,106,21.2,16,25,9,2,3,1
1254,2026-04-07,2026,4,7,1,0,22,29,30,43,46,9,170,34.0,22,46,24,2,3,0
1255,2026-04-10,2026,4,10,4,0,8,10,14,23,36,13,91,18.2,8,36,28,1,4,0
1256,2026-04-14,2026,4,14,1,0,4,17,20,23,50,1,114,22.8,4,50,46,2,3,0
1257,2026-04-17,2026,4,17,4,0,8,36,43,44,48,3,179,35.8,8,48,40,1,4,0
1258,2026-04-21,2026,4,21,1,0,1,7,16,31,36,7,91,18.2,1,36,35,3,2,0
1259,2026-04-24,2026,4,24,4,0,1,18,32,35,47,6,133,26.6,1,47,46,3,2,1
1260,2026-04-28,2026,4,28,1,0,6,10,13,24,26,2,79,15.8,6,26,20,1,4,1
1261,2026-05-01,2026,5,1,4,0,7,8,33,38,45,13,131,26.2,7,45,38,3,2,0
1262,2026-05-05,2026,5,5,1,0,19,37,39,40,45,3,180,36.0,19,45,26,4,1,0
1263,2026-05-08,2026,5,8,4,0,13,17,28,41,47,19,146,29.2,13,47,34,4,1,0
1264,2026-05-12,2026,5,12,1,0,19,20,29,35,44,6,147,29.4,19,44,25,3,2,1
1265,2026-05-15,2026,5,15,4,0,17,21,25,35,37,11,135,27.0,17,37,20,5,0,0
1266,2026-05-19,2026,5,19,1,0,5,21,23,41,43,11,133,26.6,5,43,38,5,0,0
1267,2026-05-22,2026,5,22,4,0,10,11,15,22,48,5,106,21.2,10,48,38,2,3,0
1268,2026-05-26,2026,5,26,1,0,13,27,29,36,37,10,142,28.4,13,37,24,4,1,1
1269,2026-05-29,2026,5,29,4,0,14,17,22,27,36,20,116,23.2,14,36,22,2,3,1
1270,2026-06-02,2026,6,2,1,0,4,12,27,35,41,15,119,23.8,4,41,37,3,2,0
1271,2026-06-05,2026,6,5,4,0,2,23,44,48,50,14,167,33.4,2,50,48,1,4,1
1272,2026-06-09,2026,6,9,1,0,19,32,40,45,48,11,184,36.8,19,48,29,2,3,0
1273,2026-06-12,2026,6,12,4,0,3,9,32,42,46,1,132,26.4,3,46,43,2,3,0
1274,2026-06-16,2026,6,16,1,0,5,12,17,20,43,1,97,19.4,5,43,38,3,2,0
1275,2026-06-19,2026,6,19,4,0,7,23,26,38,46,15,140,28.0,7,46,39,2,3,0
1276,2026-06-23,2026,6,23,1,0,3,25,27,39,40,4,134,26.8,3,40,37,4,1,1
1277,2026-06-26,2026,6,26,4,0,16,20,31,33,47,8,147,29.4,16,47,31,3,2,1
1278,2026-06-30,2026,6,30,1,0,8,14,16,25,44,15,107,21.4,8,44,36,1,4,0
1279,2026-07-03,2026,7,3,4,0,5,21,39,46,47,12,158,31.6,5,47,42,4,1,1
1280,2026-07-07,2026,7,7,1,0,16,29,32,45,47,2,169,33.8,16,47,31,3,2,1
1281,2026-07-10,2026,7,10,4,0,3,8,10,28,48,12,97,19.4,3,48,45,1,4,1
1282,2026-07-14,2026,7,14,1,0,10,23,34,35,37,2,139,27.8,10,37,27,3,2,1
1283,2026-07-17,2026,7,17,4,0,18,21,40,41,43,16,163,32.6,18,43,25,3,2,1
1284,2026-07-21,2026,7,21,1,0,12,16,32,33,39,16,132,26.4,12,39,27,2,3,1
1285,2026-07-24,2026,7,24,4,0,14,16,22,37,42,10,131,26.2,14,42,28,1,4,1
1286,2026-07-28,2026,7,28,1,0,23,26,29,44,49,5,171,34.2,23,49,26,3,2,0
1287,2026-07-31,2026,7,31,4,0,1,17,19,22,36,5,95,19.0,1,36,35,3,2,0
1288,2026-08-04,2026,8,4,1,0,5,20,21,36,44,13,126,25.2,5,44,39,2,3,0
1289,2026-08-07,2026,8,7,4,0,10,11,21,46,47,6,135,27.0,10,47,37,3,2,1
1290,2026-08-11,2026,8,11,1,0,15,21,31,42,50,2,159,31.8,15,50,35,3,2,1
1291,2026-08-14,2026,8,14,4,0,7,27,28,46,48,2,156,31.2,7,48,41,2,3,1
