day,date,year,month,day_of_month,day_of_week,is_weekend,ball_1,ball_2,ball_3,ball_4,ball_5,powerball,sum_main_balls,mean_main_balls,min_main_ball,max_main_ball,range_main_balls,odd_count,even_count,is_powerball_even
3904,2014-03-14,2014,3,14,4,0,3,15,29,34,44,7,125,25.0,3,44,41,3,2,0
3905,2014-03-18,2014,3,18,1,0,1,13,17,32,35,13,98,19.6,1,35,34,4,1,0
3906,2014-03-21,2014,3,21,4,0,7,8,14,18,38,14,85,17.0,7,38,31,1,4,1
3907,2014-03-25,2014,3,25,1,0,2,17,19,29,34,3,101,20.2,2,34,32,3,2,0
3908,2014-03-28,2014,3,28,4,0,2,3,7,35,41,16,88,17.6,2,41,39,4,1,1
3909,2014-04-01,2014,4,1,1,0,14,17,24,27,34,4,116,23.2,14,34,20,2,3,1
3910,2014-04-04,2014,4,4,4,0,3,16,22,24,44,15,109,21.8,3,44,41,1,4,0
3911,2014-04-08,2014,4,8,1,0,1,2,10,33,45,18,91,18.2,1,45,44,3,2,1
3912,2014-04-11,2014,4,11,4,0,17,23,33,41,42,18,156,31.2,17,42,25,4,1,1
3913,2014-04-15,2014,4,15,1,0,2,6,10,11,37,14,66,13.2,2,37,35,2,3,1
3914,2014-04-22,2014,4,22,1,0,3,22,28,30,42,11,125,25.0,3,42,39,1,4,0
3915,2014-04-25,2014,4,25,4,0,13,15,28,29,30,7,115,23.0,13,30,17,3,2,0
3916,2014-04-29,2014,4,29,1,0,12,20,31,40,44,14,147,29.4,12,44,32,1,4,1
3917,2014-05-02,2014,5,2,4,0,11,14,24,36,41,11,126,25.2,11,41,30,2,3,0
3918,2014-05-06,2014,5,6,1,0,4,15,26,37,40,20,122,24.4,4,40,36,2,3,1
3919,2014-05-09,2014,5,9,4,0,1,5,22,26,34,16,88,17.6,1,34,33,2,3,1
3920,2014-05-13,2014,5,13,1,0,1,4,20,24,38,20,87,17.4,1,38,37,1,4,1
3921,2014-05-16,2014,5,16,4,0,8,22,25,34,37,5,126,25.2,8,37,29,2,3,0
3922,2014-05-20,2014,5,20,1,0,3,8,21,35,45,7,112,22.4,3,45,42,4,1,0
3923,2014-05-23,2014,5,23,4,0,12,22,40,42,43,12,159,31.8,12,43,31,1,4,1
3924,2014-05-27,2014,5,27,1,0,4,11,24,26,31,10,96,19.2,4,31,27,2,3,1
3925,2014-05-30,2014,5,30,4,0,1,3,35,40,43,17,122,24.4,1,43,42,4,1,0
3926,2014-06-03,2014,6,3,1,0,23,28,30,41,43,12,165,33.0,23,43,20,3,2,1
3927,2014-06-06,2014,6,6,4,0,4,10,16,29,42,11,101,20.2,4,42,38,1,4,0
3928,2014-06-10,2014,6,10,1,0,11,15,24,28,35,13,113,22.6,11,35,24,3,2,0
3929,2014-06-13,2014,6,13,4,0,12,18,21,27,34,10,112,22.4,12,34,22,2,3,1
3930,2014-06-17,2014,6,17,1,0,2,3,7,19,25,11,56,11.2,2,25,23,4,1,0
3931,2014-06-20,2014,6,20,4,0,25,27,36,37,39,4,164,32.8,25,39,14,4,1,1
3932,2014-06-24,2014,6,24,1,0,4,5,6,12,30,16,57,11.4,4,30,26,1,4,1
3933,2014-06-27,2014,6,27,4,0,11,12,14,30,32,2,99,19.8,11,32,21,1,4,1
3934,2014-07-01,2014,7,1,1,0,1,10,19,21,31,11,82,16.4,1,31,30,4,1,0
3935,2014-07-04,2014,7,4,4,0,4,19,25,31,36,3,115,23.0,4,36,32,3,2,0
3936,2014-07-08,2014,7,8,1,0,12,19,27,37,43,9,138,27.6,12,43,31,4,1,0
3937,2014-07-11,2014,7,11,4,0,6,13,27,33,35,15,114,22.8,6,35,29,4,1,0
3938,2014-07-15,2014,7,15,1,0,22,24,29,36,43,13,154,30.8,22,43,21,2,3,0
3939,2014-07-18,2014,7,18,4,0,14,17,19,22,35,17,107,21.4,14,35,21,3,2,0
3940,2014-07-22,2014,7,22,1,0,9,21,27,39,43,3,139,27.8,9,43,34,5,0,0
3941,2014-07-25,2014,7,25,4,0,9,13,28,40,45,12,135,27.0,9,45,36,3,2,1
3942,2014-07-29,2014,7,29,1,0,1,9,23,29,42,13,104,20.8,1,42,41,4,1,0
3943,2014-08-01,2014,8,1,4,0,7,14,15,35,39,4,110,22.0,7,39,32,4,1,1
3944,2014-08-05,2014,8,5,1,0,14,32,35,37,40,3,158,31.6,14,40,26,2,3,0
3945,2014-08-08,2014,8,8,4,0,10,23,35,37,39,12,144,28.8,10,39,29,4,1,1
3946,2014-08-12,2014,8,12,1,0,10,17,26,29,31,4,113,22.6,10,31,21,3,2,1
3947,2014-08-15,2014,8,15,4,0,19,31,40,41,43,13,174,34.8,19,43,24,4,1,0
3948,2014-08-19,2014,8,19,1,0,6,18,22,26,35,5,107,21.4,6,35,29,1,4,0
3949,2014-08-22,2014,8,22,4,0,5,8,21,34,35,7,103,20.6,5,35,30,3,2,0
3950,2014-08-26,2014,8,26,1,0,4,12,28,29,36,3,109,21.8,4,36,32,1,4,0
3951,2014-08-29,2014,8,29,4,0,15,23,30,41,43,13,152,30.4,15,43,28,4,1,0
3952,2014-09-02,2014,9,2,1,0,11,21,36,39,44,2,151,30.2,11,44,33,3,2,1
3953,2014-09-05,2014,9,5,4,0,1,8,24,33,43,11,109,21.8,1,43,42,3,2,0
3954,2014-09-09,2014,9,9,1,0,2,4,18,19,29,6,72,14.4,2,29,27,2,3,1
3955,2014-09-12,2014,9,12,4,0,3,21,26,27,36,18,113,22.6,3,36,33,3,2,1
3956,2014-09-16,2014,9,16,1,0,7,12,28,43,44,8,134,26.8,7,44,37,2,3,1
3957,2014-09-19,2014,9,19,4,0,9,13,25,28,34,3,109,21.8,9,34,25,3,2,0
3958,2014-09-23,2014,9,23,1,0,7,10,21,22,34,3,94,18.8,7,34,27,2,3,0
3959,2014-09-26,2014,9,26,4,0,1,3,6,34,37,1,81,16.2,1,37,36,3,2,0
3960,2014-09-30,2014,9,30,1,0,18,27,37,39,41,6,162,32.4,18,41,23,4,1,1
3961,2014-10-03,2014,10,3,4,0,20,34,38,42,43,13,177,35.4,20,43,23,1,4,0
3962,2014-10-07,2014,10,7,1,0,6,11,20,36,45,12,118,23.6,6,45,39,2,3,1
3963,2014-10-10,2014,10,10,4,0,4,9,14,17,26,2,70,14.0,4,26,22,2,3,1
3964,2014-10-14,2014,10,14,1,0,7,21,38,39,43,5,148,29.6,7,43,36,4,1,0
3965,2014-10-17,2014,10,17,4,0,6,17,22,27,35,7,107,21.4,6,35,29,3,2,0
3966,2014-10-21,2014,10,21,1,0,26,28,30,31,32,18,147,29.4,26,32,6,1,4,1
3967,2014-10-24,2014,10,24,4,0,7,21,31,37,44,10,140,28.0,7,44,37,4,1,1
3968,2014-10-28,2014,10,28,1,0,9,10,17,23,33,18,92,18.4,9,33,24,4,1,1
3969,2014-10-31,2014,10,31,4,0,4,16,21,35,36,6,112,22.4,4,36,32,2,3,1
3970,2014-11-04,2014,11,4,1,0,12,17,19,24,36,11,108,21.6,12,36,24,2,3,0
3971,2014-11-07,2014,11,7,4,0,8,14,33,41,44,9,140,28.0,8,44,36,2,3,0
3972,2014-11-11,2014,11,11,1,0,3,4,18,22,40,7,87,17.4,3,40,37,1,4,0
3973,2014-11-14,2014,11,14,4,0,3,14,27,29,45,19,118,23.6,3,45,42,4,1,0
3974,2014-11-18,2014,11,18,1,0,15,18,22,24,41,1,120,24.0,15,41,26,2,3,0
3975,2014-11-21,2014,11,21,4,0,7,10,12,32,40,14,101,20.2,7,40,33,1,4,1
3976,2014-11-25,2014,11,25,1,0,8,19,24,37,40,7,128,25.6,8,40,32,2,3,0
3977,2014-11-28,2014,11,28,4,0,21,28,33,40,43,10,165,33.0,21,43,22,3,2,1
3978,2014-12-02,2014,12,2,1,0,19,25,26,40,43,12,153,30.6,19,43,24,3,2,1
3979,2014-12-05,2014,12,5,4,0,14,20,26,28,39,12,127,25.4,14,39,25,1,4,1
3980,2014-12-09,2014,12,9,1,0,13,22,35,36,43,15,149,29.8,13,43,30,3,2,0
3981,2014-12-12,2014,12,12,4,0,26,33,34,36,38,2,167,33.4,26,38,12,1,4,1
3982,2014-12-16,2014,12,16,1,0,9,10,11,15,34,2,79,15.8,9,34,25,3,2,1
3983,2014-12-19,2014,12,19,4,0,7,9,10,29,45,7,100,20.0,7,45,38,4,1,0
3984,2014-12-23,2014,12,23,1,0,2,25,31,32,36,3,126,25.2,2,36,34,2,3,0
3985,2014-12-26,2014,12,26,4,0,10,12,13,30,45,11,110,22.0,10,45,35,2,3,0
3986,2014-12-30,2014,12,30,1,0,8,15,25,31,40,13,119,23.8,8,40,32,3,2,0
3987,2015-01-02,2015,1,2,4,0,1,14,21,41,43,16,120,24.0,1,43,42,4,1,1
3988,2015-01-06,2015,1,6,1,0,2,9,14,18,20,20,63,12.6,2,20,18,1,4,1
3989,2015-01-09,2015,1,9,4,0,2,13,15,17,31,5,78,15.6,2,31,29,4,1,0
3990,2015-01-13,2015,1,13,1,0,3,9,15,18,35,17,80,16.0,3,35,32,4,1,0
3991,2015-01-16,2015,1,16,4,0,5,7,14,29,42,4,97,19.4,5,42,37,3,2,1
3992,2015-01-20,2015,1,20,1,0,3,4,23,31,35,5,96,19.2,3,35,32,4,1,0
3993,2015-01-23,2015,1,23,4,0,1,8,11,29,34,13,83,16.6,1,34,33,3,2,0
3994,2015-01-27,2015,1,27,1,0,12,26,28,31,35,13,132,26.4,12,35,23,2,3,0
3995,2015-01-30,2015,1,30,4,0,4,23,25,43,45,17,140,28.0,4,45,41,4,1,0
3996,2015-02-03,2015,2,3,1,0,11,12,25,41,42,20,131,26.2,11,42,31,3,2,1
3997,2015-02-06,2015,2,6,4,0,17,23,36,38,42,2,156,31.2,17,42,25,2,3,1
3998,2015-02-10,2015,2,10,1,0,10,20,27,31,33,6,121,24.2,10,33,23,3,2,1
3999,2015-02-13,2015,2,13,4,0,6,11,20,27,37,20,101,20.2,6,37,31,3,2,1
4000,2015-02-17,2015,2,17,1,0,1,5,9,18,40,17,73,14.6,1,40,39,3,2,0
4001,2015-02-20,2015,2,20,4,0,2,11,12,19,40,12,84,16.8,2,40,38,2,3,1
4002,2015-02-24,2015,2,24,1,0,13,14,18,25,39,20,109,21.8,13,39,26,3,2,1
4003,2015-02-27,2015,2,27,4,0,4,9,27,31,41,11,112,22.4,4,41,37,4,1,0
4004,2015-03-03,2015,3,3,1,0,1,27,30,33,38,9,129,25.8,1,38,37,3,2,0
4005,2015-03-06,2015,3,6,4,0,10,21,23,25,45,9,124,24.8,10,45,35,4,1,0
4006,2015-03-10,2015,3,10,1,0,24,26,27,31,33,18,141,28.2,24,33,9,3,2,1
4007,2015-03-13,2015,3,13,4,0,18,19,20,22,43,6,122,24.4,18,43,25,2,3,1
4008,2015-03-17,2015,3,17,1,0,12,15,26,34,41,16,128,25.6,12,41,29,2,3,1
4009,2015-03-20,2015,3,20,4,0,11,17,27,34,42,9,131,26.2,11,42,31,3,2,0
4010,2015-03-24,2015,3,24,1,0,5,17,21,25,36,16,104,20.8,5,36,31,4,1,1
4011,2015-03-27,2015,3,27,4,0,8,23,33,35,40,17,139,27.8,8,40,32,3,2,0
4012,2015-03-31,2015,3,31,1,0,5,6,20,26,27,15,84,16.8,5,27,22,2,3,0
4013,2015-04-07,2015,4,7,1,0,5,16,22,24,40,7,107,21.4,5,40,35,1,4,0
4014,2015-04-10,2015,4,10,4,0,12,13,17,22,28,18,92,18.4,12,28,16,2,3,1
4015,2015-04-14,2015,4,14,1,0,20,22,23,29,33,19,127,25.4,20,33,13,3,2,0
4016,2015-04-17,2015,4,17,4,0,5,6,26,31,41,16,109,21.8,5,41,36,3,2,1
4017,2015-04-21,2015,4,21,1,0,7,9,22,28,35,15,101,20.2,7,35,28,3,2,0
4018,2015-04-24,2015,4,24,4,0,4,13,20,31,38,1,106,21.2,4,38,34,2,3,0
4019,2015-04-28,2015,4,28,1,0,11,27,37,39,44,3,158,31.6,11,44,33,4,1,0
4020,2015-05-01,2015,5,1,4,0,4,8,20,35,45,16,112,22.4,4,45,41,2,3,1
4021,2015-05-05,2015,5,5,1,0,4,8,18,22,38,15,90,18.0,4,38,34,0,5,0
4022,2015-05-08,2015,5,8,4,0,2,22,37,38,43,15,142,28.4,2,43,41,2,3,0
4023,2015-05-12,2015,5,12,1,0,18,21,24,28,41,15,132,26.4,18,41,23,2,3,0
4024,2015-05-15,2015,5,15,4,0,8,26,40,44,45,7,163,32.6,8,45,37,1,4,0
4025,2015-05-19,2015,5,19,1,0,3,21,25,26,36,1,111,22.2,3,36,33,3,2,0
4026,2015-05-22,2015,5,22,4,0,9,31,32,40,41,10,153,30.6,9,41,32,3,2,1
4027,2015-05-26,2015,5,26,1,0,12,13,20,31,36,19,112,22.4,12,36,24,2,3,0
4028,2015-05-29,2015,5,29,4,0,4,12,17,25,29,5,87,17.4,4,29,25,3,2,0
4029,2015-06-02,2015,6,2,1,0,6,8,11,19,22,17,66,13.2,6,22,16,2,3,0
4030,2015-06-05,2015,6,5,4,0,5,9,21,25,35,4,95,19.0,5,35,30,5,0,1
4031,2015-06-09,2015,6,9,1,0,2,8,16,18,30,12,74,14.8,2,30,28,0,5,1
4032,2015-06-12,2015,6,12,4,0,21,26,28,30,44,10,149,29.8,21,44,23,1,4,1
4033,2015-06-16,2015,6,16,1,0,10,13,15,22,30,1,90,18.0,10,30,20,2,3,0
4034,2015-06-19,2015,6,19,4,0,1,22,29,34,35,15,121,24.2,1,35,34,3,2,0
4035,2015-06-23,2015,6,23,1,0,4,11,19,24,42,6,100,20.0,4,42,38,2,3,1
4036,2015-06-26,2015,6,26,4,0,11,12,24,27,32,20,106,21.2,11,32,21,2,3,1
4037,2015-06-30,2015,6,30,1,0,12,15,25,39,44,19,135,27.0,12,44,32,3,2,0
4038,2015-07-03,2015,7,3,4,0,2,9,19,24,26,14,80,16.0,2,26,24,2,3,1
4039,2015-07-07,2015,7,7,1,0,11,16,20,22,38,5,107,21.4,11,38,27,1,4,0
4040,2015-07-10,2015,7,10,4,0,10,11,14,19,34,14,88,17.6,10,34,24,2,3,1
4041,2015-07-14,2015,7,14,1,0,8,12,15,25,36,10,96,19.2,8,36,28,2,3,1
4042,2015-07-17,2015,7,17,4,0,8,23,24,42,44,4,141,28.2,8,44,36,1,4,1
4043,2015-07-21,2015,7,21,1,0,4,18,19,21,29,17,91,18.2,4,29,25,3,2,0
4044,2015-07-24,2015,7,24,4,0,12,34,35,38,39,3,158,31.6,12,39,27,2,3,0
4045,2015-07-28,2015,7,28,1,0,6,21,23,36,43,18,129,25.8,6,43,37,3,2,1
4046,2015-07-31,2015,7,31,4,0,4,9,28,35,38,14,114,22.8,4,38,34,2,3,1
4047,2015-08-04,2015,8,4,1,0,4,7,8,26,36,13,81,16.2,4,36,32,1,4,0
4048,2015-08-07,2015,8,7,4,0,9,10,19,28,45,12,111,22.2,9,45,36,3,2,1
4049,2015-08-11,2015,8,11,1,0,11,14,20,24,44,16,113,22.6,11,44,33,1,4,1
4050,2015-08-14,2015,8,14,4,0,2,17,26,32,43,11,120,24.0,2,43,41,2,3,0
4051,2015-08-18,2015,8,18,1,0,6,20,30,40,43,13,139,27.8,6,43,37,1,4,0
4052,2015-08-21,2015,8,21,4,0,8,14,23,26,45,1,116,23.2,8,45,37,2,3,0
4053,2015-08-25,2015,8,25,1,0,2,11,19,20,31,10,83,16.6,2,31,29,3,2,1
4054,2015-08-28,2015,8,28,4,0,10,16,18,20,31,17,95,19.0,10,31,21,1,4,0
4055,2015-09-01,2015,9,1,1,0,23,30,31,44,45,7,173,34.6,23,45,22,3,2,0
4056,2015-09-04,2015,9,4,4,0,1,25,29,43,44,13,142,28.4,1,44,43,4,1,0
4057,2015-09-08,2015,9,8,1,0,1,12,13,14,23,20,63,12.6,1,23,22,3,2,1
4058,2015-09-11,2015,9,11,4,0,2,6,22,23,41,9,94,18.8,2,41,39,2,3,0
4059,2015-09-15,2015,9,15,1,0,5,19,21,42,43,17,130,26.0,5,43,38,4,1,0
4060,2015-09-18,2015,9,18,4,0,5,17,25,40,45,6,132,26.4,5,45,40,4,1,1
4061,2015-09-22,2015,9,22,1,0,2,21,22,25,31,19,101,20.2,2,31,29,3,2,0
4062,2015-09-25,2015,9,25,4,0,14,20,21,26,32,12,113,22.6,14,32,18,1,4,1
4063,2015-09-29,2015,9,29,1,0,10,11,12,24,35,19,92,18.4,10,35,25,2,3,0
4064,2015-10-02,2015,10,2,4,0,6,9,14,32,43,1,104,20.8,6,43,37,2,3,0
4065,2015-10-06,2015,10,6,1,0,24,35,38,42,44,9,183,36.6,24,44,20,1,4,0
4066,2015-10-09,2015,10,9,4,0,14,17,32,41,43,5,147,29.4,14,43,29,3,2,0
4067,2015-10-13,2015,10,13,1,0,7,11,14,23,34,3,89,17.8,7,34,27,3,2,0
4068,2015-10-16,2015,10,16,4,0,28,34,41,42,45,8,190,38.0,28,45,17,2,3,1
4069,2015-10-20,2015,10,20,1,0,13,14,17,35,44,6,123,24.6,13,44,31,3,2,1
4070,2015-10-23,2015,10,23,4,0,1,5,27,33,37,10,103,20.6,1,37,36,5,0,1
4071,2015-10-27,2015,10,27,1,0,5,13,18,27,41,3,104,20.8,5,41,36,4,1,0
4072,2015-10-30,2015,10,30,4,0,3,6,18,40,44,12,111,22.2,3,44,41,1,4,1
4073,2015-11-03,2015,11,3,1,0,1,7,10,37,45,3,100,20.0,1,45,44,4,1,0
4074,2015-11-06,2015,11,6,4,0,19,24,30,40,42,10,155,31.0,19,42,23,1,4,1
4075,2015-11-10,2015,11,10,1,0,6,21,22,28,43,2,120,24.0,6,43,37,2,3,1
4076,2015-11-13,2015,11,13,4,0,2,11,16,31,45,20,105,21.0,2,45,43,3,2,1
4077,2015-11-17,2015,11,17,1,0,17,29,35,38,40,13,159,31.8,17,40,23,3,2,0
4078,2015-11-20,2015,11,20,4,0,10,16,29,37,41,7,133,26.6,10,41,31,3,2,0
4079,2015-11-24,2015,11,24,1,0,30,33,34,44,45,8,186,37.2,30,45,15,2,3,1
4080,2015-11-27,2015,11,27,4,0,1,19,28,42,44,18,134,26.8,1,44,43,2,3,1
4081,2015-12-01,2015,12,1,1,0,4,10,18,23,34,1,89,17.8,4,34,30,1,4,0
4082,2015-12-04,2015,12,4,4,0,7,18,34,35,41,1,135,27.0,7,41,34,3,2,0
4083,2015-12-08,2015,12,8,1,0,7,10,12,24,26,7,79,15.8,7,26,19,1,4,0
4084,2015-12-11,2015,12,11,4,0,1,3,5,11,38,13,58,11.6,1,38,37,4,1,0
4085,2015-12-15,2015,12,15,1,0,4,11,18,20,42,12,95,19.0,4,42,38,1,4,1
4086,2015-12-18,2015,12,18,4,0,3,35,40,43,45,5,166,33.2,3,45,42,4,1,0
4087,2015-12-22,2015,12,22,1,0,3,8,16,38,43,9,108,21.6,3,43,40,2,3,0
4088,2015-12-29,2015,12,29,1,0,5,7,14,25,30,3,81,16.2,5,30,25,3,2,0
4089,2016-01-01,2016,1,1,4,0,13,17,24,34,40,18,128,25.6,13,40,27,2,3,1
4090,2016-01-05,2016,1,5,1,0,24,29,38,39,45,18,175,35.0,24,45,21,3,2,1
4091,2016-01-08,2016,1,8,4,0,15,17,38,39,43,11,152,30.4,15,43,28,4,1,0
4092,2016-01-12,2016,1,12,1,0,10,16,27,29,36,13,118,23.6,10,36,26,2,3,0
4093,2016-01-15,2016,1,15,4,0,4,9,19,31,32,1,95,19.0,4,32,28,3,2,0
4094,2016-01-19,2016,1,19,1,0,1,4,9,35,39,5,88,17.6,1,39,38,4,1,0
4095,2016-01-22,2016,1,22,4,0,1,5,15,23,43,11,87,17.4,1,43,42,5,0,0
4096,2016-01-26,2016,1,26,1,0,3,12,16,27,37,12,95,19.0,3,37,34,3,2,1
4097,2016-01-29,2016,1,29,4,0,5,14,20,24,28,5,91,18.2,5,28,23,1,4,0
4098,2016-02-02,2016,2,2,1,0,7,8,32,35,44,9,126,25.2,7,44,37,2,3,0
4099,2016-02-05,2016,2,5,4,0,6,15,16,31,40,9,108,21.6,6,40,34,2,3,0
4100,2016-02-09,2016,2,9,1,0,14,21,41,42,43,4,161,32.2,14,43,29,3,2,1
4101,2016-02-12,2016,2,12,4,0,9,32,40,42,44,19,167,33.4,9,44,35,1,4,0
4102,2016-02-16,2016,2,16,1,0,5,9,11,14,42,7,81,16.2,5,42,37,3,2,0
4103,2016-02-19,2016,2,19,4,0,12,14,15,23,41,18,105,21.0,12,41,29,3,2,1
4104,2016-02-23,2016,2,23,1,0,3,15,16,23,24,3,81,16.2,3,24,21,3,2,0
4105,2016-02-26,2016,2,26,4,0,5,12,35,36,38,17,126,25.2,5,38,33,2,3,0
4106,2016-03-01,2016,3,1,1,0,4,8,15,17,27,1,71,14.2,4,27,23,3,2,0
4107,2016-03-04,2016,3,4,4,0,1,6,30,40,43,6,120,24.0,1,43,42,2,3,1
4108,2016-03-08,2016,3,8,1,0,2,6,15,26,39,12,88,17.6,2,39,37,2,3,1
4109,2016-03-11,2016,3,11,4,0,1,2,3,13,34,11,53,10.6,1,34,33,3,2,0
4110,2016-03-15,2016,3,15,1,0,4,7,32,41,44,11,128,25.6,4,44,40,2,3,0
4111,2016-03-18,2016,3,18,4,0,14,17,26,32,33,14,122,24.4,14,33,19,2,3,1
4112,2016-03-22,2016,3,22,1,0,11,13,23,42,43,4,132,26.4,11,43,32,4,1,1
4113,2016-03-25,2016,3,25,4,0,1,7,12,21,33,2,74,14.8,1,33,32,4,1,1
4114,2016-03-29,2016,3,29,1,0,4,28,37,40,45,14,154,30.8,4,45,41,2,3,1
4115,2016-04-01,2016,4,1,4,0,11,15,31,37,43,11,137,27.4,11,43,32,5,0,0
4116,2016-04-05,2016,4,5,1,0,4,24,27,36,40,8,131,26.2,4,40,36,1,4,1
4117,2016-04-08,2016,4,8,4,0,24,28,34,35,43,13,164,32.8,24,43,19,2,3,0
4118,2016-04-12,2016,4,12,1,0,2,16,18,20,24,16,80,16.0,2,24,22,0,5,1
4119,2016-04-15,2016,4,15,4,0,20,29,33,37,38,6,157,31.4,20,38,18,3,2,1
4120,2016-04-19,2016,4,19,1,0,10,11,12,32,33,17,98,19.6,10,33,23,2,3,0
4121,2016-04-22,2016,4,22,4,0,1,4,12,18,29,16,64,12.8,1,29,28,2,3,1
4122,2016-04-26,2016,4,26,1,0,1,3,16,19,31,13,70,14.0,1,31,30,4,1,0
4123,2016-04-29,2016,4,29,4,0,3,11,22,35,41,9,112,22.4,3,41,38,4,1,0
4124,2016-05-03,2016,5,3,1,0,1,15,23,32,41,11,112,22.4,1,41,40,4,1,0
4125,2016-05-06,2016,5,6,4,0,3,13,24,41,44,5,125,25.0,3,44,41,3,2,0
4126,2016-05-10,2016,5,10,1,0,5,20,26,27,33,18,111,22.2,5,33,28,3,2,1
4127,2016-05-13,2016,5,13,4,0,3,5,23,29,37,20,97,19.4,3,37,34,5,0,1
4128,2016-05-17,2016,5,17,1,0,8,15,17,24,30,18,94,18.8,8,30,22,2,3,1
4129,2016-05-20,2016,5,20,4,0,21,29,32,36,43,3,161,32.2,21,43,22,3,2,0
4130,2016-05-24,2016,5,24,1,0,8,12,23,24,31,15,98,19.6,8,31,23,2,3,0
4131,2016-05-27,2016,5,27,4,0,7,15,24,28,29,2,103,20.6,7,29,22,3,2,1
4132,2016-05-31,2016,5,31,1,0,3,28,38,39,42,16,150,30.0,3,42,39,2,3,1
4133,2016-06-03,2016,6,3,4,0,7,14,20,37,43,12,121,24.2,7,43,36,3,2,1
4134,2016-06-07,2016,6,7,1,0,3,4,11,23,37,17,78,15.6,3,37,34,4,1,0
4135,2016-06-10,2016,6,10,4,0,3,6,17,21,27,10,74,14.8,3,27,24,4,1,1
4136,2016-06-14,2016,6,14,1,0,20,24,40,44,45,17,173,34.6,20,45,25,1,4,0
4137,2016-06-17,2016,6,17,4,0,7,9,23,39,45,10,123,24.6,7,45,38,5,0,1
4138,2016-06-21,2016,6,21,1,0,3,13,22,26,43,18,107,21.4,3,43,40,3,2,1
4139,2016-06-24,2016,6,24,4,0,1,7,9,21,43,9,81,16.2,1,43,42,5,0,0
4140,2016-06-28,2016,6,28,1,0,4,5,7,10,34,16,60,12.0,4,34,30,2,3,1
4141,2016-07-01,2016,7,1,4,0,17,20,22,27,41,18,127,25.4,17,41,24,3,2,1
4142,2016-07-05,2016,7,5,1,0,9,17,19,29,42,15,116,23.2,9,42,33,4,1,0
4143,2016-07-08,2016,7,8,4,0,1,12,26,36,37,3,112,22.4,1,37,36,2,3,0
4144,2016-07-12,2016,7,12,1,0,4,12,23,31,41,5,111,22.2,4,41,37,3,2,0
4145,2016-07-15,2016,7,15,4,0,2,14,31,34,37,12,118,23.6,2,37,35,2,3,1
4146,2016-07-19,2016,7,19,1,0,2,31,34,38,39,5,144,28.8,2,39,37,2,3,0
4147,2016-07-22,2016,7,22,4,0,1,7,16,28,35,3,87,17.4,1,35,34,3,2,0
4148,2016-07-26,2016,7,26,1,0,1,6,16,22,25,13,70,14.0,1,25,24,2,3,0
4149,2016-07-29,2016,7,29,4,0,4,12,31,41,42,19,130,26.0,4,42,38,2,3,0
4150,2016-08-02,2016,8,2,1,0,8,11,14,30,42,8,105,21.0,8,42,34,1,4,1
4151,2016-08-05,2016,8,5,4,0,3,21,34,37,40,20,135,27.0,3,40,37,3,2,1
4152,2016-08-09,2016,8,9,1,0,5,13,17,24,36,18,95,19.0,5,36,31,3,2,1
4153,2016-08-12,2016,8,12,4,0,10,15,35,38,39,13,137,27.4,10,39,29,3,2,0
4154,2016-08-16,2016,8,16,1,0,7,8,16,30,44,14,105,21.0,7,44,37,1,4,1
4155,2016-08-19,2016,8,19,4,0,6,18,32,33,36,4,125,25.0,6,36,30,1,4,1
4156,2016-08-23,2016,8,23,1,0,9,13,19,26,43,8,110,22.0,9,43,34,4,1,1
4157,2016-08-26,2016,8,26,4,0,2,12,14,32,42,8,102,20.4,2,42,40,0,5,1
4158,2016-08-30,2016,8,30,1,0,4,9,14,18,34,10,79,15.8,4,34,30,1,4,1
4159,2016-09-02,2016,9,2,4,0,20,23,30,38,41,10,152,30.4,20,41,21,2,3,1
4160,2016-09-06,2016,9,6,1,0,4,18,39,43,44,12,148,29.6,4,44,40,2,3,1
4161,2016-09-09,2016,9,9,4,0,2,18,35,37,41,15,133,26.6,2,41,39,3,2,0
4162,2016-09-13,2016,9,13,1,0,1,5,16,21,40,2,83,16.6,1,40,39,3,2,1
4163,2016-09-16,2016,9,16,4,0,1,12,33,34,37,16,117,23.4,1,37,36,3,2,1
4164,2016-09-20,2016,9,20,1,0,2,18,29,32,44,20,125,25.0,2,44,42,1,4,1
4165,2016-09-23,2016,9,23,4,0,3,11,30,32,37,3,113,22.6,3,37,34,3,2,0
4166,2016-09-27,2016,9,27,1,0,3,11,34,37,45,15,130,26.0,3,45,42,4,1,0
4167,2016-09-30,2016,9,30,4,0,5,15,16,25,36,16,97,19.4,5,36,31,3,2,1
4168,2016-10-04,2016,10,4,1,0,4,16,18,25,30,6,93,18.6,4,30,26,1,4,1
4169,2016-10-07,2016,10,7,4,0,2,14,24,34,45,7,119,23.8,2,45,43,1,4,0
4170,2016-10-11,2016,10,11,1,0,15,23,24,26,36,19,124,24.8,15,36,21,2,3,0
4171,2016-10-14,2016,10,14,4,0,4,12,31,38,40,3,125,25.0,4,40,36,1,4,0
4172,2016-10-18,2016,10,18,1,0,7,19,35,41,44,16,146,29.2,7,44,37,4,1,1
4173,2016-10-21,2016,10,21,4,0,8,15,20,22,29,19,94,18.8,8,29,21,2,3,0
4174,2016-10-25,2016,10,25,1,0,8,24,27,30,43,14,132,26.4,8,43,35,2,3,1
4175,2016-10-28,2016,10,28,4,0,9,10,18,25,36,3,98,19.6,9,36,27,2,3,0
